Scenario - Bisection Task
Logfile written - 10/12/2018 12:45:51

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	short(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

5	1	Picture	Instruction	Instruction											333	0	1	111983	1	0	next	other	0
5	1	Response	1												112231	111898	1
5	2	Picture	Stim;5;study;1;1;1;1754;1;-1;0;left	Stim	5	study	1	1	1	1754	1	-1	0	left	112316	0	1	19164	1	0	next	other	0
5	4	Picture	Stim;5;study;1;2;7;1406;7;-1;0;left	Stim	5	study	1	2	7	1406	7	-1	0	left	159975	0	1	14164	1	0	next	other	0
5	6	Picture	Stim;5;study;1;3;1;1649;1;-1;0;left	Stim	5	study	1	3	1	1649	1	-1	0	left	224132	0	1	16664	1	0	next	other	0
5	8	Picture	Stim;5;study;1;4;7;1531;7;-1;0;left	Stim	5	study	1	4	7	1531	7	-1	0	left	270791	0	1	15498	1	0	next	other	0
5	10	Picture	Stim;5;study;1;5;1;1661;1;-1;0;left	Stim	5	study	1	5	1	1661	1	-1	0	left	336114	0	1	16831	1	0	next	other	0
5	12	Picture	Stim;5;study;1;6;7;1362;7;-1;0;left	Stim	5	study	1	6	7	1362	7	-1	0	left	382774	0	1	13831	1	0	next	other	0
5	14	Picture	Stim;5;study;1;7;1;1393;1;-1;0;left	Stim	5	study	1	7	1	1393	1	-1	0	left	446430	0	1	13998	1	0	next	other	0
5	16	Picture	Stim;5;study;1;8;7;1502;7;-1;0;left	Stim	5	study	1	8	7	1502	7	-1	0	left	490423	0	1	15164	1	0	next	other	0
5	18	Picture	Stim;5;study;1;9;1;1940;1;-1;0;left	Stim	5	study	1	9	1	1940	1	-1	0	left	555580	0	1	19497	1	0	next	other	0
5	20	Picture	Stim;5;study;1;10;7;1133;7;-1;0;left	Stim	5	study	1	10	7	1133	7	-1	0	left	605072	0	1	11498	1	0	next	other	0
5	22	Picture	End_Block	End_Block											666563	0	1	71989	1	0	next	other	0
5	22	Response	1												738405	71842	0
5	23	Picture	Break	Break											738551	0	1	3333	1	0	next	other	0
5	23	Response	1												741684	3132	0
5	24	Picture	ITI	ITI											741884	0	1	10165	1	0	next	other	0
5	25	Picture	Instruction	Instruction											752049	0	1	435265	1	0	next	other	0
5	25	Response	1												1187077	435027	1
5	26	Picture	Instruction	Instruction											1187315	0	1	74988	1	0	next	other	0
