Scenario - Bisection Task
Logfile written - 10/12/2018 15:21:44

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	short(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

9	1	Picture	Instruction	Instruction											333	0	1	75655	1	0	next	other	0
9	1	Response	1												75942	75609	0
9	2	Picture	Stim;9;study;1;1;1;1828;1;-1;0;left	Stim	9	study	1	1	1	1828	1	-1	0	left	75988	0	1	19830	1	0	next	other	0
9	4	Picture	Stim;9;study;1;2;7;1095;7;-1;0;left	Stim	9	study	1	2	7	1095	7	-1	0	left	124480	0	1	11165	1	0	next	other	0
9	6	Picture	Stim;9;study;1;3;1;1045;1;-1;0;left	Stim	9	study	1	3	1	1045	1	-1	0	left	185471	0	1	10665	1	0	next	other	0
9	8	Picture	Stim;9;study;1;4;7;1733;7;-1;0;left	Stim	9	study	1	4	7	1733	7	-1	0	left	226131	0	1	17497	1	0	next	other	0
9	10	Picture	Stim;9;study;1;5;1;1280;1;-1;0;left	Stim	9	study	1	5	1	1280	1	-1	0	left	293454	0	1	12998	1	0	next	other	0
9	12	Picture	Stim;9;study;1;6;7;1845;7;-1;0;left	Stim	9	study	1	6	7	1845	7	-1	0	left	336447	0	1	18664	1	0	next	other	0
9	14	Picture	Stim;9;study;1;7;1;1424;1;-1;0;left	Stim	9	study	1	7	1	1424	1	-1	0	left	404937	0	1	14331	1	0	next	other	0
9	16	Picture	Stim;9;study;1;8;7;1992;7;-1;0;left	Stim	9	study	1	8	7	1992	7	-1	0	left	449263	0	1	19997	1	0	next	other	0
9	18	Picture	Stim;9;study;1;9;1;1029;1;-1;0;left	Stim	9	study	1	9	1	1029	1	-1	0	left	519252	0	1	10498	1	0	next	other	0
9	20	Picture	Stim;9;study;1;10;7;1449;7;-1;0;left	Stim	9	study	1	10	7	1449	7	-1	0	left	559746	0	1	14664	1	0	next	other	0
9	22	Picture	End_Block	End_Block											624403	0	1	117482	1	0	next	other	0
9	22	Response	1												741711	117308	1
9	23	Picture	Break	Break											741884	0	1	2333	1	0	next	other	0
9	23	Response	1												744030	2146	0
9	24	Picture	ITI	ITI											744217	0	1	10165	1	0	next	other	0
9	25	Picture	Instruction	Instruction											754382	0	1	322283	1	0	next	other	0
9	25	Response	1												1076475	322093	1
9	26	Picture	Instruction	Instruction											1076665	0	1	41327	1	0	next	other	0
9	26	Response	1												1117911	41245	0
9	27	Picture	Stim;9;practice;1;1;1;1000;1;1;1;left	Stim	9	practice	1	1	1	1000	1	1	1	left	1117992	0	1	10165	1	0	next	other	0
9	29	Picture	Feedback	Feedback											1158153	0	1	7166	1	0	next	other	0
9	30	Picture	Stim;9;practice;1;2;3;1000;1;2;0;left	Stim	9	practice	1	2	3	1000	1	2	0	left	1165318	0	1	10165	1	0	next	other	0
9	32	Picture	Feedback	Feedback											1209811	0	1	7165	1	0	next	other	0
9	33	Picture	Stim;9;practice;1;3;2;1000;1;1;1;left	Stim	9	practice	1	3	2	1000	1	1	1	left	1216977	0	1	10165	1	0	next	other	0
9	35	Picture	Feedback	Feedback											1259137	0	1	7165	1	0	next	other	0
9	36	Picture	Stim;9;practice;1;4;4;1000;1;1;1;left	Stim	9	practice	1	4	4	1000	1	1	1	left	1266302	0	1	10166	1	0	next	other	0
9	38	Picture	Feedback	Feedback											1313795	0	1	7166	1	0	next	other	0
9	39	Picture	Stim;9;practice;1;5;5;1000;2;2;1;left	Stim	9	practice	1	5	5	1000	2	2	1	left	1320961	0	1	10165	1	0	next	other	0
9	41	Picture	Feedback	Feedback											1371786	0	1	7166	1	0	next	other	0
9	42	Picture	Stim;9;practice;1;6;7;1000;2;2;1;left	Stim	9	practice	1	6	7	1000	2	2	1	left	1378952	0	1	10165	1	0	next	other	0
9	44	Picture	Feedback	Feedback											1438942	0	1	7166	1	0	next	other	0
9	45	Picture	Stim;9;practice;1;7;6;1000;2;2;1;left	Stim	9	practice	1	7	6	1000	2	2	1	left	1446108	0	1	10165	1	0	next	other	0
9	47	Picture	Feedback	Feedback											1501099	0	1	7166	1	0	next	other	0
9	48	Picture	Stim;9;practice;2;1;7;1000;2;2;1;left	Stim	9	practice	2	1	7	1000	2	2	1	left	1508265	0	1	10165	1	0	next	other	0
9	50	Picture	Feedback	Feedback											1568255	0	1	7166	1	0	next	other	0
9	51	Picture	Stim;9;practice;2;2;5;1000;2;2;1;left	Stim	9	practice	2	2	5	1000	2	2	1	left	1575421	0	1	10165	1	0	next	other	0
9	53	Picture	Feedback	Feedback											1626246	0	1	7166	1	0	next	other	0
9	54	Picture	Stim;9;practice;2;3;6;1000;2;2;1;left	Stim	9	practice	2	3	6	1000	2	2	1	left	1633412	0	1	10165	1	0	next	other	0
9	56	Picture	Feedback	Feedback											1688403	0	1	7166	1	0	next	other	0
9	57	Picture	Stim;9;practice;2;4;4;1000;1;1;1;left	Stim	9	practice	2	4	4	1000	1	1	1	left	1695569	0	1	10165	1	0	next	other	0
9	59	Picture	Feedback	Feedback											1743061	0	1	7166	1	0	next	other	0
9	60	Picture	Stim;9;practice;2;5;1;1000;1;1;1;left	Stim	9	practice	2	5	1	1000	1	1	1	left	1750227	0	1	10165	1	0	next	other	0
9	62	Picture	Feedback	Feedback											1790387	0	1	7166	1	0	next	other	0
9	63	Picture	Stim;9;practice;2;6;2;1000;1;1;1;left	Stim	9	practice	2	6	2	1000	1	1	1	left	1797553	0	1	10165	1	0	next	other	0
9	65	Picture	Feedback	Feedback											1839713	0	1	7166	1	0	next	other	0
9	66	Picture	Stim;9;practice;2;7;3;1000;1;2;0;left	Stim	9	practice	2	7	3	1000	1	2	0	left	1846879	0	1	10165	1	0	next	other	0
9	68	Picture	Feedback	Feedback											1891372	0	1	7166	1	0	next	other	0
9	69	Picture	Stim;9;practice;3;1;5;1000;2;2;1;left	Stim	9	practice	3	1	5	1000	2	2	1	left	1898537	0	1	10165	1	0	next	other	0
9	71	Picture	Feedback	Feedback											1949363	0	1	7165	1	0	next	other	0
9	72	Picture	Stim;9;practice;3;2;2;1000;1;1;1;left	Stim	9	practice	3	2	2	1000	1	1	1	left	1956528	0	1	10165	1	0	next	other	0
9	74	Picture	Feedback	Feedback											1998688	0	1	7166	1	0	next	other	0
9	75	Picture	Stim;9;practice;3;3;3;1000;1;1;1;left	Stim	9	practice	3	3	3	1000	1	1	1	left	2005854	0	1	10165	1	0	next	other	0
9	77	Picture	Feedback	Feedback											2050347	0	1	7166	1	0	next	other	0
9	78	Picture	Stim;9;practice;3;4;6;1000;2;2;1;left	Stim	9	practice	3	4	6	1000	2	2	1	left	2057512	0	1	10165	1	0	next	other	0
9	80	Picture	Feedback	Feedback											2112504	0	1	7165	1	0	next	other	0
