Subject Id	Block Type	Block Number	Trial Number	Probe Condition	Inter-Trial Interval	Answer	Response	Score	Short Dynomometer
3	study	1	1	1	1157	1	-1	0	left
3	study	1	2	7	1676	7	-1	0	left
3	study	1	3	1	1669	1	-1	0	left
3	study	1	4	7	1895	7	-1	0	left
3	study	1	5	1	1489	1	-1	0	left
3	study	1	6	7	1788	7	-1	0	left
3	study	1	7	1	1614	1	-1	0	left
3	study	1	8	7	1409	7	-1	0	left
3	study	1	9	1	1471	1	-1	0	left
3	study	1	10	7	1255	7	-1	0	left
3	practice	1	1	1	1000	1	0	0	left
3	practice	1	2	4	1000	1	2	0	left
3	practice	1	3	2	1000	1	2	0	left
3	practice	1	4	7	1000	2	2	1	left
3	practice	1	5	5	1000	2	2	1	left
3	practice	1	6	6	1000	2	2	1	left
3	practice	1	7	3	1000	1	2	0	left
3	practice	2	1	7	1000	2	2	1	left
3	practice	2	2	2	1000	1	1	1	left
3	practice	2	3	3	1000	1	2	0	left
3	practice	2	4	4	1000	1	2	0	left
3	practice	2	5	6	1000	2	2	1	left
3	practice	2	6	1	1000	1	1	1	left
3	practice	2	7	5	1000	2	2	1	left
3	practice	3	1	3	1000	1	2	0	left
3	practice	3	2	6	1000	2	2	1	left
3	practice	3	3	5	1000	2	2	1	left
3	practice	3	4	1	1000	1	1	1	left
3	practice	3	5	7	1000	2	2	1	left
3	practice	3	6	2	1000	1	1	1	left
3	practice	3	7	4	1000	1	2	0	left
3	practice	1	1	3	1000	1	2	0	left
3	practice	1	2	5	1000	2	2	1	left
3	practice	1	3	4	1000	1	2	0	left
3	practice	1	4	1	1000	1	1	1	left
3	practice	1	5	2	1000	1	1	1	left
3	practice	1	6	6	1000	2	2	1	left
3	practice	1	7	7	1000	2	2	1	left
3	practice	2	1	6	1000	2	2	1	left
3	practice	2	2	4	1000	1	2	0	left
3	practice	2	3	3	1000	1	1	1	left
3	practice	2	4	1	1000	1	1	1	left
3	practice	2	5	2	1000	1	1	1	left
3	practice	2	6	7	1000	2	2	1	left
3	practice	2	7	5	1000	2	2	1	left
3	practice	3	1	1	1000	1	1	1	left
3	practice	3	2	2	1000	1	1	1	left
3	practice	3	3	7	1000	2	2	1	left
3	practice	3	4	4	1000	1	2	0	left
3	practice	3	5	5	1000	2	2	1	left
3	practice	3	6	6	1000	2	2	1	left
3	practice	3	7	3	1000	1	1	1	left
3	test	1	1	6	1835	2	2	1	left
3	test	1	2	6	1588	2	2	1	left
3	test	1	3	7	1957	2	2	1	left
3	test	1	4	7	1456	2	2	1	left
3	test	1	5	5	1682	2	2	1	left
3	test	1	6	5	1022	2	2	1	left
3	test	1	7	6	1666	2	2	1	left
3	test	1	8	3	1126	1	1	1	left
3	test	1	9	4	1312	1	2	0	left
3	test	1	10	2	1686	1	1	1	left
3	test	1	11	1	1887	1	1	1	left
3	test	1	12	5	1375	2	2	1	left
3	test	1	13	4	1491	1	2	0	left
3	test	1	14	3	1735	1	1	1	left
3	test	1	15	1	1576	1	1	1	left
3	test	1	16	6	1136	2	2	1	left
3	test	1	17	5	1271	2	2	1	left
3	test	1	18	3	1064	1	1	1	left
3	test	1	19	6	1545	2	2	1	left
3	test	1	20	2	1374	1	1	1	left
3	test	1	21	4	1938	1	2	0	left
3	test	1	22	5	1158	2	2	1	left
3	test	1	23	2	1438	1	1	1	left
3	test	1	24	3	1222	1	2	0	left
3	test	1	25	7	1225	2	1	0	left
3	test	1	26	1	1025	1	1	1	left
3	test	1	27	1	1508	1	1	1	left
3	test	1	28	3	1125	1	2	0	left
3	test	1	29	3	1673	1	2	0	left
3	test	1	30	5	1732	2	2	1	left
3	test	1	31	1	1024	1	1	1	left
3	test	1	32	7	1396	2	2	1	left
3	test	1	33	3	1046	1	2	0	left
3	test	1	34	2	1427	1	1	1	left
3	test	1	35	6	1432	2	2	1	left
3	test	1	36	1	1703	1	1	1	left
3	test	1	37	2	1059	1	1	1	left
3	test	1	38	7	1039	2	2	1	left
