Subject Id	Block Type	Block Number	Trial Number	Probe Condition	Inter-Trial Interval	Answer	Response	Score	Short Dynomometer
10	study	1	1	1	1076	1	-1	0	right
10	study	1	2	7	1066	7	-1	0	right
10	study	1	3	1	1032	1	-1	0	right
10	study	1	4	7	1763	7	-1	0	right
10	study	1	5	1	1789	1	-1	0	right
10	study	1	6	7	1941	7	-1	0	right
10	study	1	7	1	1030	1	-1	0	right
10	study	1	8	7	1331	7	-1	0	right
10	study	1	9	1	1124	1	-1	0	right
10	study	1	10	7	1047	7	-1	0	right
10	practice	1	1	5	1000	1	1	1	right
10	practice	1	2	4	1000	2	1	0	right
10	practice	1	3	1	1000	2	2	1	right
10	practice	1	4	3	1000	2	2	1	right
10	practice	1	5	6	1000	1	1	1	right
10	practice	1	6	2	1000	2	2	1	right
10	practice	1	7	7	1000	1	1	1	right
10	practice	2	1	4	1000	2	1	0	right
10	practice	2	2	7	1000	1	1	1	right
10	practice	2	3	5	1000	1	1	1	right
10	practice	2	4	3	1000	2	1	0	right
10	practice	2	5	6	1000	1	1	1	right
10	practice	2	6	1	1000	2	2	1	right
10	practice	2	7	2	1000	2	2	1	right
10	practice	3	1	6	1000	1	1	1	right
10	practice	3	2	5	1000	1	1	1	right
10	practice	3	3	7	1000	1	1	1	right
10	practice	3	4	4	1000	2	1	0	right
10	practice	3	5	1	1000	2	2	1	right
10	practice	3	6	3	1000	2	2	1	right
10	practice	3	7	2	1000	2	2	1	right
10	test	1	1	1	1675	2	2	1	right
10	test	1	2	2	1265	2	1	0	right
10	test	1	3	3	1157	2	1	0	right
10	test	1	4	7	1471	1	1	1	right
10	test	1	5	7	1209	1	1	1	right
10	test	1	6	2	1776	2	1	0	right
10	test	1	7	2	1874	2	2	1	right
10	test	1	8	5	1851	1	1	1	right
10	test	1	9	5	1703	1	1	1	right
10	test	1	10	1	1123	2	2	1	right
10	test	1	11	5	1405	1	1	1	right
10	test	1	12	6	1363	1	1	1	right
10	test	1	13	5	1909	1	1	1	right
10	test	1	14	2	1440	2	2	1	right
10	test	1	15	6	1142	1	1	1	right
10	test	1	16	2	1738	2	1	0	right
10	test	1	17	7	1215	1	1	1	right
10	test	1	18	3	1383	2	2	1	right
