Scenario - Bisection Task
Logfile written - 10/12/2018 16:27:42

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	short(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

6	1	Picture	Instruction	Instruction											333	0	1	63823	1	0	next	other	0
6	1	Response	1												64059	63726	0
6	2	Picture	Stim;6;study;1;1;1;1852;1;-1;0;right	Stim	6	study	1	1	1	1852	1	-1	0	right	64157	0	1	22663	1	0	next	other	0
6	4	Picture	Stim;6;study;1;2;7;1985;7;-1;0;right	Stim	6	study	1	2	7	1985	7	-1	0	right	112816	0	1	19997	1	0	next	other	0
6	6	Picture	Stim;6;study;1;3;1;1649;1;-1;0;right	Stim	6	study	1	3	1	1649	1	-1	0	right	182805	0	1	16664	1	0	next	other	0
6	8	Picture	Stim;6;study;1;4;7;1682;7;-1;0;right	Stim	6	study	1	4	7	1682	7	-1	0	right	229464	0	1	16997	1	0	next	other	0
6	10	Picture	Stim;6;study;1;5;1;1009;1;-1;0;right	Stim	6	study	1	5	1	1009	1	-1	0	right	296287	0	1	10165	1	0	next	other	0
6	12	Picture	Stim;6;study;1;6;7;1758;7;-1;0;right	Stim	6	study	1	6	7	1758	7	-1	0	right	336447	0	1	17664	1	0	next	other	0
6	14	Picture	Stim;6;study;1;7;1;1221;1;-1;0;right	Stim	6	study	1	7	1	1221	1	-1	0	right	404104	0	1	12331	1	0	next	other	0
6	16	Picture	Stim;6;study;1;8;7;1701;7;-1;0;right	Stim	6	study	1	8	7	1701	7	-1	0	right	446430	0	1	17164	1	0	next	other	0
6	18	Picture	Stim;6;study;1;9;1;1665;1;-1;0;right	Stim	6	study	1	9	1	1665	1	-1	0	right	513587	0	1	16831	1	0	next	other	0
6	20	Picture	Stim;6;study;1;10;7;1078;7;-1;0;right	Stim	6	study	1	10	7	1078	7	-1	0	right	560413	0	1	10998	1	0	next	other	0
6	22	Picture	End_Block	End_Block											621236	0	1	77655	1	0	next	other	0
6	22	Response	1												698712	77476	1
6	23	Picture	Break	Break											698891	0	1	1833	1	0	next	other	0
6	23	Response	1												700630	1739	0
6	24	Picture	ITI	ITI											700724	0	1	10165	1	0	next	other	0
6	25	Picture	Instruction	Instruction											710889	0	1	211467	1	0	next	other	0
6	25	Response	1												922207	211318	1
6	26	Picture	Instruction	Instruction											922356	0	1	52492	1	0	next	other	0
6	26	Response	1												974762	52406	0
6	27	Picture	Stim;6;practice;1;1;5;1000;1;1;1;right	Stim	6	practice	1	1	5	1000	1	1	1	right	974848	0	1	10165	1	0	next	other	0
6	29	Picture	Feedback	Feedback											1025673	0	1	7165	1	0	next	other	0
6	30	Picture	Stim;6;practice;1;2;7;1000;1;1;1;right	Stim	6	practice	1	2	7	1000	1	1	1	right	1032839	0	1	10165	1	0	next	other	0
6	32	Picture	Feedback	Feedback											1092996	0	1	7166	1	0	next	other	0
6	33	Picture	Stim;6;practice;1;3;1;1000;2;2;1;right	Stim	6	practice	1	3	1	1000	2	2	1	right	1100162	0	1	10165	1	0	next	other	0
6	35	Picture	Feedback	Feedback											1140322	0	1	7166	1	0	next	other	0
6	36	Picture	Stim;6;practice;1;4;2;1000;2;2;1;right	Stim	6	practice	1	4	2	1000	2	2	1	right	1147488	0	1	10165	1	0	next	other	0
6	38	Picture	Feedback	Feedback											1189648	0	1	7166	1	0	next	other	0
6	39	Picture	Stim;6;practice;1;5;4;1000;2;1;0;right	Stim	6	practice	1	5	4	1000	2	1	0	right	1196813	0	1	10165	1	0	next	other	0
6	41	Picture	Feedback	Feedback											1244306	0	1	7166	1	0	next	other	0
6	42	Picture	Stim;6;practice;1;6;6;1000;1;1;1;right	Stim	6	practice	1	6	6	1000	1	1	1	right	1251471	0	1	10165	1	0	next	other	0
6	44	Picture	Feedback	Feedback											1306463	0	1	7166	1	0	next	other	0
6	45	Picture	Stim;6;practice;1;7;3;1000;2;2;1;right	Stim	6	practice	1	7	3	1000	2	2	1	right	1313628	0	1	10165	1	0	next	other	0
6	47	Picture	Feedback	Feedback											1358122	0	1	7165	1	0	next	other	0
6	48	Picture	Stim;6;practice;2;1;3;1000;2;2;1;right	Stim	6	practice	2	1	3	1000	2	2	1	right	1365287	0	1	10165	1	0	next	other	0
6	50	Picture	Feedback	Feedback											1409780	0	1	7166	1	0	next	other	0
6	51	Picture	Stim;6;practice;2;2;7;1000;1;1;1;right	Stim	6	practice	2	2	7	1000	1	1	1	right	1416946	0	1	10165	1	0	next	other	0
6	53	Picture	Feedback	Feedback											1476936	0	1	7166	1	0	next	other	0
6	54	Picture	Stim;6;practice;2;3;6;1000;1;1;1;right	Stim	6	practice	2	3	6	1000	1	1	1	right	1484102	0	1	10165	1	0	next	other	0
6	56	Picture	Feedback	Feedback											1539093	0	1	7166	1	0	next	other	0
6	57	Picture	Stim;6;practice;2;4;1;1000;2;2;1;right	Stim	6	practice	2	4	1	1000	2	2	1	right	1546259	0	1	10165	1	0	next	other	0
6	59	Picture	Feedback	Feedback											1586419	0	1	7166	1	0	next	other	0
6	60	Picture	Stim;6;practice;2;5;4;1000;2;2;1;right	Stim	6	practice	2	5	4	1000	2	2	1	right	1593585	0	1	10165	1	0	next	other	0
6	62	Picture	Feedback	Feedback											1641077	0	1	7166	1	0	next	other	0
6	63	Picture	Stim;6;practice;2;6;2;1000;2;2;1;right	Stim	6	practice	2	6	2	1000	2	2	1	right	1648243	0	1	10165	1	0	next	other	0
6	65	Picture	Feedback	Feedback											1690403	0	1	7166	1	0	next	other	0
6	66	Picture	Stim;6;practice;2;7;5;1000;1;1;1;right	Stim	6	practice	2	7	5	1000	1	1	1	right	1697569	0	1	10165	1	0	next	other	0
6	68	Picture	Feedback	Feedback											1748561	0	1	7166	1	0	next	other	0
6	69	Picture	Stim;6;practice;3;1;1;1000;2;2;1;right	Stim	6	practice	3	1	1	1000	2	2	1	right	1755726	0	1	10165	1	0	next	other	0
6	71	Picture	Feedback	Feedback											1795886	0	1	7166	1	0	next	other	0
6	72	Picture	Stim;6;practice;3;2;7;1000;1;1;1;right	Stim	6	practice	3	2	7	1000	1	1	1	right	1803052	0	1	10165	1	0	next	other	0
6	74	Picture	Feedback	Feedback											1863043	0	1	7166	1	0	next	other	0
6	75	Picture	Stim;6;practice;3;3;5;1000;1;1;1;right	Stim	6	practice	3	3	5	1000	1	1	1	right	1870208	0	1	10165	1	0	next	other	0
6	77	Picture	Feedback	Feedback											1921034	0	1	7166	1	0	next	other	0
6	78	Picture	Stim;6;practice;3;4;2;1000;2;2;1;right	Stim	6	practice	3	4	2	1000	2	2	1	right	1928199	0	1	10165	1	0	next	other	0
6	80	Picture	Feedback	Feedback											1970359	0	1	7166	1	0	next	other	0
6	81	Picture	Stim;6;practice;3;5;4;1000;2;0;0;right	Stim	6	practice	3	5	4	1000	2	0	0	right	1977525	0	1	10165	1	0	next	other	0
6	83	Picture	Feedback	Feedback											2025017	0	1	7166	1	0	next	other	0
6	84	Picture	Stim;6;practice;3;6;6;1000;1;1;1;right	Stim	6	practice	3	6	6	1000	1	1	1	right	2032183	0	1	10165	1	0	next	other	0
6	86	Picture	Feedback	Feedback											2087174	0	1	7166	1	0	next	other	0
6	87	Picture	Stim;6;practice;3;7;3;1000;2;2;1;right	Stim	6	practice	3	7	3	1000	2	2	1	right	2094340	0	1	10165	1	0	next	other	0
6	89	Picture	Feedback	Feedback											2138833	0	1	7166	1	0	next	other	0
6	90	Picture	Break	Break											2145999	0	1	26829	1	0	next	other	0
6	90	Response	1												2172715	26716	1
6	91	Picture	Instruction	Instruction											2172828	0	1	3999	1	0	next	other	0
6	91	Response	1												2176633	3806	0
6	92	Picture	ITI	ITI											2176827	0	1	10165	1	0	next	other	0
6	93	Picture	Instruction	Instruction											2186992	0	1	591408	1	0	next	other	0
6	93	Response	1												2778169	591177	1
6	94	Picture	Stim;6;test;1;1;3;1894;2;2;1;right	Stim	6	test	1	1	3	1894	2	2	1	right	2778400	0	1	18997	1	0	next	other	0
6	96	Picture	Stim;6;test;1;2;3;1673;2;2;1;right	Stim	6	test	1	2	3	1673	2	2	1	right	2831892	0	1	16831	1	0	next	other	0
6	98	Picture	Stim;6;test;1;3;4;1153;2;1;0;right	Stim	6	test	1	3	4	1153	2	1	0	right	2883217	0	1	11665	1	0	next	other	0
6	100	Picture	Stim;6;test;1;4;5;1999;1;1;1;right	Stim	6	test	1	4	5	1999	1	1	1	right	2932209	0	1	20164	1	0	next	other	0
6	102	Picture	Stim;6;test;1;5;5;1831;1;2;0;right	Stim	6	test	1	5	5	1831	1	2	0	right	2993033	0	1	18497	1	0	next	other	0
6	104	Picture	Stim;6;test;1;6;3;1536;2;2;1;right	Stim	6	test	1	6	3	1536	2	2	1	right	3052191	0	1	15498	1	0	next	other	0
6	106	Picture	Stim;6;test;1;7;7;1165;1;1;1;right	Stim	6	test	1	7	7	1165	1	1	1	right	3102016	0	1	11831	1	0	next	other	0
6	108	Picture	Stim;6;test;1;8;2;1929;2;2;1;right	Stim	6	test	1	8	2	1929	2	2	1	right	3163673	0	1	19497	1	0	next	other	0
6	110	Picture	Stim;6;test;1;9;1;1717;2;2;1;right	Stim	6	test	1	9	1	1717	2	2	1	right	3215165	0	1	17331	1	0	next	other	0
6	112	Picture	Stim;6;test;1;10;1;1192;2;2;1;right	Stim	6	test	1	10	1	1192	2	2	1	right	3262491	0	1	11998	1	0	next	other	0
6	114	Picture	Stim;6;test;1;11;7;1558;1;1;1;right	Stim	6	test	1	11	7	1558	1	1	1	right	3304485	0	1	15664	1	0	next	other	0
6	116	Picture	Stim;6;test;1;12;3;1054;2;2;1;right	Stim	6	test	1	12	3	1054	2	2	1	right	3370141	0	1	10665	1	0	next	other	0
6	118	Picture	Stim;6;test;1;13;5;1857;1;2;0;right	Stim	6	test	1	13	5	1857	1	2	0	right	3415134	0	1	18664	1	0	next	other	0
6	120	Picture	Stim;6;test;1;14;2;1053;2;2;1;right	Stim	6	test	1	14	2	1053	2	2	1	right	3474625	0	1	10665	1	0	next	other	0
6	122	Picture	Stim;6;test;1;15;7;1494;1;1;1;right	Stim	6	test	1	15	7	1494	1	1	1	right	3517285	0	1	14998	1	0	next	other	0
6	124	Picture	Stim;6;test;1;16;4;1510;2;2;1;right	Stim	6	test	1	16	4	1510	2	2	1	right	3582275	0	1	15164	1	0	next	other	0
6	126	Picture	Stim;6;test;1;17;6;1210;1;1;1;right	Stim	6	test	1	17	6	1210	1	1	1	right	3634766	0	1	12165	1	0	next	other	0
6	128	Picture	Stim;6;test;1;18;1;1509;2;2;1;right	Stim	6	test	1	18	1	1509	2	2	1	right	3691924	0	1	15164	1	0	next	other	0
6	130	Picture	Stim;6;test;1;19;6;1528;1;1;1;right	Stim	6	test	1	19	6	1528	1	1	1	right	3737084	0	1	15331	1	0	next	other	0
6	132	Picture	Stim;6;test;1;20;7;1091;1;1;1;right	Stim	6	test	1	20	7	1091	1	1	1	right	3797408	0	1	10998	1	0	next	other	0
6	134	Picture	Stim;6;test;1;21;7;1082;1;1;1;right	Stim	6	test	1	21	7	1082	1	1	1	right	3858398	0	1	10998	1	0	next	other	0
6	136	Picture	Stim;6;test;1;22;5;1009;1;2;0;right	Stim	6	test	1	22	5	1009	1	2	0	right	3919222	0	1	10165	1	0	next	other	0
6	138	Picture	Stim;6;test;1;23;6;1649;1;0;0;right	Stim	6	test	1	23	6	1649	1	0	0	right	3970214	0	1	16664	1	0	next	other	0
6	140	Picture	Stim;6;test;1;24;3;1349;2;2;1;right	Stim	6	test	1	24	3	1349	2	2	1	right	4031705	0	1	13665	1	0	next	other	0
6	142	Picture	Stim;6;test;1;25;2;1559;2;2;1;right	Stim	6	test	1	25	2	1559	2	2	1	right	4079697	0	1	15664	1	0	next	other	0
6	144	Picture	Stim;6;test;1;26;6;1283;1;1;1;right	Stim	6	test	1	26	6	1283	1	1	1	right	4127357	0	1	12998	1	0	next	other	0
6	146	Picture	Stim;6;test;1;27;6;1656;1;1;1;right	Stim	6	test	1	27	6	1656	1	1	1	right	4185181	0	1	16664	1	0	next	other	0
6	148	Picture	Stim;6;test;1;28;5;1472;1;2;0;right	Stim	6	test	1	28	5	1472	1	2	0	right	4246838	0	1	14831	1	0	next	other	0
6	150	Picture	Stim;6;test;1;29;7;1553;1;1;1;right	Stim	6	test	1	29	7	1553	1	1	1	right	4302496	0	1	15664	1	0	next	other	0
6	152	Picture	Stim;6;test;1;30;6;1419;1;1;1;right	Stim	6	test	1	30	6	1419	1	1	1	right	4368152	0	1	14331	1	0	next	other	0
6	154	Picture	Stim;6;test;1;31;2;1628;2;2;1;right	Stim	6	test	1	31	2	1628	2	2	1	right	4427476	0	1	16330	1	0	next	other	0
6	156	Picture	Stim;6;test;1;32;4;1780;2;2;1;right	Stim	6	test	1	32	4	1780	2	2	1	right	4475802	0	1	17997	1	0	next	other	0
