Subject Id	Block Type	Block Number	Trial Number	Probe Condition	Inter-Trial Interval	Answer	Response	Score	Short Dynomometer
1	study	1	1	1	1465	1	-1	0	left
1	study	1	2	7	1378	7	-1	0	left
1	study	1	3	1	1072	1	-1	0	left
1	study	1	4	7	1088	7	-1	0	left
1	study	1	5	1	1886	1	-1	0	left
1	study	1	6	7	1582	7	-1	0	left
1	study	1	7	1	1579	1	-1	0	left
1	study	1	8	7	1499	7	-1	0	left
1	study	1	9	1	1510	1	-1	0	left
1	study	1	10	7	1093	7	-1	0	left
1	practice	1	1	4	1000	1	1	1	left
1	practice	1	2	1	1000	1	1	1	left
1	practice	1	3	5	1000	2	1	0	left
1	practice	1	4	2	1000	1	1	1	left
1	practice	1	5	3	1000	1	1	1	left
1	practice	1	6	6	1000	2	2	1	left
1	practice	1	7	7	1000	2	2	1	left
1	practice	2	1	7	1000	2	2	1	left
1	practice	2	2	5	1000	2	1	0	left
1	practice	2	3	6	1000	2	2	1	left
1	practice	2	4	2	1000	1	1	1	left
1	practice	2	5	1	1000	1	1	1	left
1	practice	2	6	4	1000	1	1	1	left
1	practice	2	7	3	1000	1	1	1	left
1	practice	3	1	1	1000	1	1	1	left
1	practice	3	2	5	1000	2	1	0	left
1	practice	3	3	4	1000	1	1	1	left
1	practice	3	4	7	1000	2	2	1	left
1	practice	3	5	2	1000	1	1	1	left
1	practice	3	6	6	1000	2	2	1	left
1	practice	3	7	3	1000	1	1	1	left
1	test	1	1	4	1648	1	1	1	left
1	test	1	2	4	1952	1	1	1	left
1	test	1	3	1	1783	1	1	1	left
1	test	1	4	1	1003	1	1	1	left
1	test	1	5	5	1422	2	2	1	left
1	test	1	6	6	1948	2	2	1	left
1	test	1	7	7	1898	2	2	1	left
1	test	1	8	6	1455	2	2	1	left
1	test	1	9	5	1921	2	1	0	left
1	test	1	10	7	1014	2	2	1	left
1	test	1	11	5	1314	2	1	0	left
1	test	1	12	3	1841	1	1	1	left
1	test	1	13	2	1744	1	1	1	left
1	test	1	14	7	1860	2	2	1	left
1	test	1	15	2	1811	1	1	1	left
1	test	1	16	1	1594	1	1	1	left
1	test	1	17	2	1811	1	1	1	left
1	test	1	18	5	1497	2	2	1	left
1	test	1	19	2	1105	1	1	1	left
1	test	1	20	4	1369	1	2	0	left
1	test	1	21	6	1953	2	2	1	left
1	test	1	22	4	1800	1	1	1	left
1	test	1	23	2	1518	1	1	1	left
1	test	1	24	2	1817	1	1	1	left
1	test	1	25	3	1602	1	1	1	left
1	test	1	26	6	1216	2	2	1	left
1	test	1	27	6	1945	2	2	1	left
1	test	1	28	2	1715	1	1	1	left
1	test	1	29	6	1350	2	2	1	left
1	test	1	30	1	1315	1	1	1	left
1	test	1	31	6	1701	2	2	1	left
1	test	1	32	3	1577	1	0	0	left
1	test	1	33	7	1644	2	2	1	left
1	test	1	34	3	1590	1	1	1	left
1	test	1	35	3	1464	1	1	1	left
1	test	1	36	5	1092	2	2	1	left
1	test	1	37	5	1631	2	2	1	left
1	test	1	38	4	1606	1	0	0	left
1	test	1	39	7	1295	2	2	1	left
1	test	1	40	4	1077	1	1	1	left
1	test	1	41	3	1844	1	1	1	left
1	test	1	42	1	1152	1	1	1	left
1	test	1	43	3	1474	1	0	0	left
1	test	1	44	4	1112	1	1	1	left
1	test	1	45	5	1127	2	2	1	left
1	test	1	46	1	1358	1	1	1	left
1	test	1	47	7	1554	2	2	1	left
1	test	1	48	7	1460	2	2	1	left
1	test	1	49	1	1022	1	1	1	left
1	test	2	1	1	1636	1	1	1	left
1	test	2	2	3	1571	1	2	0	left
1	test	2	3	6	1517	2	2	1	left
1	test	2	4	6	1416	2	2	1	left
1	test	2	5	3	1269	1	1	1	left
1	test	2	6	1	1927	1	1	1	left
1	test	2	7	1	1570	1	1	1	left
1	test	2	8	7	1743	2	2	1	left
1	test	2	9	6	1368	2	2	1	left
1	test	2	10	7	1225	2	2	1	left
1	test	2	11	7	1408	2	2	1	left
1	test	2	12	2	1600	1	1	1	left
1	test	2	13	1	1971	1	1	1	left
1	test	2	14	6	1041	2	2	1	left
1	test	2	15	1	1219	1	1	1	left
1	test	2	16	5	1995	2	2	1	left
1	test	2	17	3	1614	1	1	1	left
1	test	2	18	2	1950	1	1	1	left
1	test	2	19	2	1012	1	1	1	left
1	test	2	20	6	1320	2	2	1	left
1	test	2	21	5	1236	2	2	1	left
1	test	2	22	5	1313	2	2	1	left
1	test	2	23	4	1438	1	2	0	left
1	test	2	24	3	1800	1	1	1	left
1	test	2	25	4	1533	1	2	0	left
1	test	2	26	2	1604	1	1	1	left
1	test	2	27	7	1537	2	2	1	left
1	test	2	28	3	1274	1	1	1	left
1	test	2	29	3	1610	1	1	1	left
1	test	2	30	5	1839	2	2	1	left
1	test	2	31	6	1637	2	2	1	left
1	test	2	32	2	1966	1	1	1	left
1	test	2	33	4	1800	1	1	1	left
1	test	2	34	7	1897	2	2	1	left
1	test	2	35	5	1022	2	1	0	left
1	test	2	36	7	1591	2	2	1	left
1	test	2	37	1	1723	1	1	1	left
1	test	2	38	4	1905	1	1	1	left
1	test	2	39	6	1416	2	2	1	left
1	test	2	40	4	1261	1	1	1	left
1	test	2	41	5	1110	2	2	1	left
1	test	2	42	1	1662	1	1	1	left
1	test	2	43	2	1673	1	1	1	left
1	test	2	44	5	1760	2	2	1	left
1	test	2	45	2	1460	1	1	1	left
1	test	2	46	3	1540	1	2	0	left
1	test	2	47	7	1634	2	2	1	left
1	test	2	48	4	1823	1	2	0	left
1	test	2	49	4	1060	1	1	1	left
1	test	3	1	3	1916	1	1	1	left
1	test	3	2	4	1753	1	1	1	left
1	test	3	3	2	1304	1	1	1	left
1	test	3	4	3	1137	1	1	1	left
1	test	3	5	7	1451	2	2	1	left
1	test	3	6	6	1596	2	2	1	left
1	test	3	7	6	1627	2	1	0	left
1	test	3	8	5	1498	2	2	1	left
1	test	3	9	6	1637	2	2	1	left
1	test	3	10	2	1468	1	1	1	left
1	test	3	11	7	1893	2	2	1	left
1	test	3	12	1	1401	1	1	1	left
1	test	3	13	3	1627	1	1	1	left
1	test	3	14	2	1824	1	1	1	left
1	test	3	15	4	1320	1	2	0	left
1	test	3	16	7	1538	2	2	1	left
1	test	3	17	5	1996	2	1	0	left
1	test	3	18	4	1868	1	1	1	left
1	test	3	19	5	1754	2	2	1	left
1	test	3	20	3	1401	1	1	1	left
1	test	3	21	1	1850	1	1	1	left
1	test	3	22	6	1934	2	2	1	left
1	test	3	23	7	1844	2	2	1	left
1	test	3	24	2	1132	1	1	1	left
1	test	3	25	1	1953	1	1	1	left
1	test	3	26	7	1477	2	2	1	left
1	test	3	27	7	1166	2	2	1	left
1	test	3	28	3	1551	1	1	1	left
1	test	3	29	3	1283	1	1	1	left
1	test	3	30	6	1947	2	2	1	left
1	test	3	31	3	1379	1	1	1	left
1	test	3	32	5	1851	2	1	0	left
1	test	3	33	7	1173	2	2	1	left
1	test	3	34	4	1333	1	1	1	left
1	test	3	35	4	1854	1	1	1	left
1	test	3	36	1	1140	1	1	1	left
1	test	3	37	1	1973	1	1	1	left
1	test	3	38	2	1439	1	1	1	left
1	test	3	39	2	1457	1	1	1	left
1	test	3	40	5	1475	2	2	1	left
1	test	3	41	5	1219	2	2	1	left
1	test	3	42	1	1587	1	1	1	left
1	test	3	43	4	1099	1	2	0	left
1	test	3	44	6	1089	2	2	1	left
1	test	3	45	1	1383	1	1	1	left
1	test	3	46	5	1993	2	2	1	left
1	test	3	47	2	1847	1	1	1	left
1	test	3	48	6	1782	2	2	1	left
1	test	3	49	4	1662	1	1	1	left
1	test	4	1	3	1584	1	1	1	left
1	test	4	2	7	1656	2	2	1	left
1	test	4	3	7	1330	2	2	1	left
1	test	4	4	3	1283	1	1	1	left
1	test	4	5	5	1913	2	2	1	left
1	test	4	6	7	1478	2	2	1	left
1	test	4	7	1	1457	1	1	1	left
1	test	4	8	1	1279	1	1	1	left
1	test	4	9	7	1239	2	2	1	left
1	test	4	10	4	1120	1	1	1	left
1	test	4	11	5	1665	2	1	0	left
1	test	4	12	2	1689	1	1	1	left
1	test	4	13	5	1574	2	2	1	left
1	test	4	14	5	1656	2	1	0	left
1	test	4	15	1	1505	1	1	1	left
1	test	4	16	2	1725	1	1	1	left
1	test	4	17	2	1500	1	1	1	left
1	test	4	18	4	1041	1	1	1	left
1	test	4	19	2	1985	1	1	1	left
1	test	4	20	3	1136	1	1	1	left
1	test	4	21	3	1255	1	1	1	left
1	test	4	22	2	1108	1	1	1	left
1	test	4	23	7	1493	2	2	1	left
1	test	4	24	6	1246	2	2	1	left
1	test	4	25	3	1073	1	1	1	left
1	test	4	26	6	1290	2	2	1	left
1	test	4	27	7	1792	2	2	1	left
1	test	4	28	2	1868	1	1	1	left
1	test	4	29	6	1063	2	2	1	left
1	test	4	30	6	1572	2	2	1	left
1	test	4	31	5	1718	2	2	1	left
1	test	4	32	6	1118	2	2	1	left
1	test	4	33	4	1998	1	1	1	left
1	test	4	34	4	1933	1	1	1	left
1	test	4	35	7	1299	2	2	1	left
1	test	4	36	5	1761	2	1	0	left
1	test	4	37	4	1968	1	1	1	left
1	test	4	38	3	1984	1	1	1	left
1	test	4	39	4	1629	1	1	1	left
1	test	4	40	1	1503	1	1	1	left
1	test	4	41	4	1424	1	2	0	left
1	test	4	42	6	1684	2	2	1	left
1	test	4	43	2	1875	1	1	1	left
1	test	4	44	1	1792	1	1	1	left
1	test	4	45	6	1145	2	2	1	left
1	test	4	46	1	1466	1	1	1	left
1	test	4	47	3	1395	1	1	1	left
1	test	4	48	1	1180	1	1	1	left
1	test	4	49	5	1238	2	2	1	left

