Subject Id	Block Type	Block Number	Trial Number	Probe Condition	Inter-Trial Interval	Answer	Response	Score	Short Dynomometer
14	study	1	1	1	2000	1	-1	0	right
14	study	1	2	7	1570	7	-1	0	right
14	study	1	3	1	1274	1	-1	0	right
14	study	1	4	7	1028	7	-1	0	right
14	study	1	5	1	1318	1	-1	0	right
14	study	1	6	7	1832	7	-1	0	right
14	study	1	7	1	1692	1	-1	0	right
14	study	1	8	7	1867	7	-1	0	right
14	study	1	9	1	1489	1	-1	0	right
14	study	1	10	7	1680	7	-1	0	right
14	practice	1	1	2	1000	2	0	0	right
14	practice	1	2	7	1000	1	1	1	right
14	practice	1	3	6	1000	1	1	1	right
14	practice	1	4	1	1000	2	0	0	right
14	practice	1	5	5	1000	1	1	1	right
14	practice	1	6	3	1000	2	2	1	right
14	practice	1	7	4	1000	2	1	0	right
14	practice	2	1	6	1000	1	1	1	right
14	practice	2	2	2	1000	2	0	0	right
14	practice	2	3	1	1000	2	0	0	right
14	practice	2	4	7	1000	1	1	1	right
14	practice	2	5	5	1000	1	1	1	right
14	practice	2	6	3	1000	2	2	1	right
14	practice	2	7	4	1000	2	1	0	right
14	practice	3	1	3	1000	2	1	0	right
14	practice	3	2	5	1000	1	1	1	right
14	practice	3	3	2	1000	2	2	1	right
14	practice	3	4	4	1000	2	1	0	right
14	practice	3	5	6	1000	1	1	1	right
14	practice	3	6	7	1000	1	1	1	right
14	practice	3	7	1	1000	2	2	1	right
14	practice	1	1	7	1000	1	1	1	right
14	practice	1	2	5	1000	1	1	1	right
14	practice	1	3	6	1000	1	1	1	right
14	practice	1	4	2	1000	2	2	1	right
14	practice	1	5	1	1000	2	2	1	right
14	practice	1	6	3	1000	2	1	0	right
14	practice	1	7	4	1000	2	1	0	right
14	practice	2	1	1	1000	2	2	1	right
14	practice	2	2	5	1000	1	1	1	right
14	practice	2	3	7	1000	1	1	1	right
14	practice	2	4	4	1000	2	1	0	right
14	practice	2	5	3	1000	2	2	1	right
14	practice	2	6	6	1000	1	1	1	right
14	practice	2	7	2	1000	2	2	1	right
14	practice	3	1	2	1000	2	2	1	right
14	practice	3	2	7	1000	1	1	1	right
14	practice	3	3	6	1000	1	1	1	right
14	practice	3	4	1	1000	2	2	1	right
14	practice	3	5	3	1000	2	1	0	right
14	practice	3	6	5	1000	1	1	1	right
14	practice	3	7	4	1000	2	1	0	right
14	test	1	1	3	1849	2	1	0	right
14	test	1	2	1	1397	2	2	1	right
14	test	1	3	3	1710	2	1	0	right
