Scenario - Bisection Task
Logfile written - 09/11/2018 16:35:26

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
1	281	Picture	ITI	ITI							7475674	0	1	11943	1	0	next	other	0
1	282	Sound	Stim;1;test;2;44;5;1187	Stim	1	test	2	44	5	1187	7487551	0	4			0		other	0
1	283	Picture	ITI	ITI							7528375	0	1	13470	1	0	next	other	0
1	284	Sound	Stim;1;test;2;45;2;1337	Stim	1	test	2	45	2	1337	7541751	0	6			0		other	0
1	285	Picture	ITI	ITI							7573786	0	1	15831	1	0	next	other	0
1	286	Sound	Stim;1;test;2;46;3;1574	Stim	1	test	2	46	3	1574	7589532	0	4			0		other	0
1	287	Picture	ITI	ITI							7623988	0	1	14998	1	0	next	other	0
1	288	Sound	Stim;1;test;2;47;7;1492	Stim	1	test	2	47	7	1492	7638918	0	4			0		other	0
1	289	Picture	ITI	ITI							7688910	0	1	12915	1	0	next	other	0
1	290	Sound	Stim;1;test;2;48;4;1282	Stim	1	test	2	48	4	1282	7701736	0	4			0		other	0
1	291	Picture	ITI	ITI							7739111	0	1	17984	1	0	next	other	0
1	292	Sound	Stim;1;test;2;49;4;1793	Stim	1	test	2	49	4	1793	7757048	0	4			0		other	0
1	293	Picture	Instruction	Instruction							7794451	0	1	68533	1	0	next	other	0
1	293	Response	1								7862849	68398	0
1	294	Picture	Break	Break							7862984	0	1	88876	2	0	next	other	0
1	294	Response	1								7951801	88818	1
1	295	Picture	ITI	ITI							7951860	0	2	20068	2	0	next	other	0
1	296	Picture	ITI	ITI							7971928	0	1	15484	1	0	next	other	0
1	297	Sound	Stim;1;test;3;1;3;1538	Stim	1	test	3	1	3	1538	7987314	0	4			0		other	0
1	298	Picture	ITI	ITI							8021782	0	1	17775	1	0	next	other	0
1	299	Sound	Stim;1;test;3;2;4;1771	Stim	1	test	3	2	4	1771	8039498	0	4			0		other	0
1	300	Picture	ITI	ITI							8076844	0	1	12012	1	0	next	other	0
1	301	Sound	Stim;1;test;3;3;2;1196	Stim	1	test	3	3	2	1196	8088811	0	6			0		other	0
1	302	Picture	ITI	ITI							8120866	0	1	16387	1	0	next	other	0
1	303	Sound	Stim;1;test;3;4;3;1628	Stim	1	test	3	4	3	1628	8137152	0	4			0		other	0
1	304	Picture	ITI	ITI							8171623	0	1	16248	1	0	next	other	0
1	305	Sound	Stim;1;test;3;5;7;1618	Stim	1	test	3	5	7	1618	8187815	0	4			0		other	0
1	306	Picture	ITI	ITI							8237795	0	1	16595	1	0	next	other	0
1	307	Sound	Stim;1;test;3;6;6;1655	Stim	1	test	3	6	6	1655	8254353	0	4			0		other	0
1	308	Picture	ITI	ITI							8299315	0	1	16178	1	0	next	other	0
1	309	Sound	Stim;1;test;3;7;6;1608	Stim	1	test	3	7	6	1608	8315405	0	4			0		other	0
1	310	Picture	ITI	ITI							8360418	0	1	11665	1	0	next	other	0
1	311	Sound	Stim;1;test;3;8;5;1158	Stim	1	test	3	8	5	1158	8372005	0	4			0		other	0
1	312	Picture	ITI	ITI							8412841	0	1	12151	1	0	next	other	0
1	313	Sound	Stim;1;test;3;9;6;1209	Stim	1	test	3	9	6	1209	8424939	0	4			0		other	0
1	314	Picture	ITI	ITI							8469917	0	1	17845	1	0	next	other	0
1	315	Sound	Stim;1;test;3;10;2;1778	Stim	1	test	3	10	2	1778	8487703	0	4			0		other	0
1	316	Picture	ITI	ITI							8519772	0	1	13540	1	0	next	other	0
1	317	Sound	Stim;1;test;3;11;7;1348	Stim	1	test	3	11	7	1348	8533262	0	4			0		other	0
1	318	Picture	ITI	ITI							8583236	0	1	19581	1	0	next	other	0
1	319	Sound	Stim;1;test;3;12;1;1950	Stim	1	test	3	12	1	1950	8602741	0	4			0		other	0
1	320	Picture	ITI	ITI							8632812	0	1	11735	1	0	next	other	0
1	321	Sound	Stim;1;test;3;13;3;1166	Stim	1	test	3	13	3	1166	8644478	0	4			0		other	0
1	322	Picture	ITI	ITI							8678987	0	1	16803	1	0	next	other	0
1	323	Sound	Stim;1;test;3;14;2;1674	Stim	1	test	3	14	2	1674	8695732	0	4			0		other	0
1	324	Picture	ITI	ITI							8727800	0	1	10415	1	0	next	other	0
1	325	Sound	Stim;1;test;3;15;4;1036	Stim	1	test	3	15	4	1036	8738170	0	4			0		other	0
1	326	Picture	ITI	ITI							8775502	0	1	13332	1	0	next	other	0
1	327	Sound	Stim;1;test;3;16;7;1325	Stim	1	test	3	16	7	1325	8788765	0	4			0		other	0
1	328	Picture	ITI	ITI							8838757	0	1	17845	1	0	next	other	0
1	329	Sound	Stim;1;test;3;17;5;1780	Stim	1	test	3	17	5	1780	8856564	0	6			0		other	0
1	330	Picture	ITI	ITI							8897430	0	1	14790	1	0	next	other	0
1	331	Sound	Stim;1;test;3;18;4;1474	Stim	1	test	3	18	4	1474	8912176	0	4			0		other	0
1	332	Picture	ITI	ITI							8949576	0	1	14581	1	0	next	other	0
1	333	Sound	Stim;1;test;3;19;5;1453	Stim	1	test	3	19	5	1453	8964113	0	4			0		other	0
1	334	Picture	ITI	ITI							9004916	0	1	14512	1	0	next	other	0
1	335	Sound	Stim;1;test;3;20;3;1444	Stim	1	test	3	20	3	1444	9019362	0	4			0		other	0
1	336	Picture	ITI	ITI							9053868	0	1	19581	1	0	next	other	0
1	337	Sound	Stim;1;test;3;21;1;1951	Stim	1	test	3	21	1	1951	9073383	0	4			0		other	0
1	338	Picture	ITI	ITI							9103444	0	1	19095	1	0	next	other	0
1	339	Sound	Stim;1;test;3;22;6;1900	Stim	1	test	3	22	6	1900	9122453	0	4			0		other	0
1	340	Picture	ITI	ITI							9167464	0	1	11248	1	0	next	other	0
1	341	Sound	Stim;1;test;3;23;7;1117	Stim	1	test	3	23	7	1117	9178643	0	4			0		other	0
1	342	Picture	ITI	ITI							9228636	0	1	13332	1	0	next	other	0
1	343	Sound	Stim;1;test;3;24;2;1324	Stim	1	test	3	24	2	1324	9241882	0	4			0		other	0
1	344	Picture	ITI	ITI							9273977	0	1	10276	1	0	next	other	0
1	345	Sound	Stim;1;test;3;25;1;1019	Stim	1	test	3	25	1	1019	9284172	0	4			0		other	0
1	346	Picture	ITI	ITI							9314250	0	1	13748	1	0	next	other	0
1	347	Sound	Stim;1;test;3;26;7;1366	Stim	1	test	3	26	7	1366	9327921	0	4			0		other	0
1	348	Picture	ITI	ITI							9377922	0	1	14512	1	0	next	other	0
1	349	Sound	Stim;1;test;3;27;7;1444	Stim	1	test	3	27	7	1444	9392371	0	4			0		other	0
1	350	Picture	ITI	ITI							9442358	0	1	17220	1	0	next	other	0
1	351	Sound	Stim;1;test;3;28;3;1715	Stim	1	test	3	28	3	1715	9459515	0	4			0		other	0
1	352	Picture	ITI	ITI							9494017	0	1	11596	1	0	next	other	0
1	353	Sound	Stim;1;test;3;29;3;1152	Stim	1	test	3	29	3	1152	9505544	0	4			0		other	0
1	354	Picture	ITI	ITI							9539984	0	1	12846	1	0	next	other	0
1	355	Sound	Stim;1;test;3;30;6;1279	Stim	1	test	3	30	6	1279	9552781	0	4			0		other	0
1	356	Picture	ITI	ITI							9597754	0	1	10971	1	0	next	other	0
1	357	Sound	Stim;1;test;3;31;3;1087	Stim	1	test	3	31	3	1087	9608630	0	4			0		other	0
1	358	Picture	ITI	ITI							9643095	0	1	16803	1	0	next	other	0
1	359	Sound	Stim;1;test;3;32;5;1672	Stim	1	test	3	32	5	1672	9659822	0	4			0		other	0
1	360	Picture	ITI	ITI							9700657	0	1	12429	1	0	next	other	0
1	361	Sound	Stim;1;test;3;33;7;1235	Stim	1	test	3	33	7	1235	9713016	0	4			0		other	0
1	362	Picture	ITI	ITI							9763010	0	1	17151	1	0	next	other	0
1	363	Sound	Stim;1;test;3;34;4;1705	Stim	1	test	3	34	4	1705	9780066	0	5			0		other	0
1	364	Picture	ITI	ITI							9817447	0	1	14165	1	0	next	other	0
1	365	Sound	Stim;1;test;3;35;4;1410	Stim	1	test	3	35	4	1410	9831553	0	4			0		other	0
1	366	Picture	ITI	ITI							9868898	0	1	10415	1	0	next	other	0
1	367	Sound	Stim;1;test;3;36;1;1034	Stim	1	test	3	36	1	1034	9879245	0	4			0		other	0
1	368	Picture	ITI	ITI							9909310	0	1	14581	1	0	next	other	0
1	369	Sound	Stim;1;test;3;37;1;1450	Stim	1	test	3	37	1	1450	9923815	0	4			0		other	0
1	370	Picture	ITI	ITI							9953887	0	1	11110	1	0	next	other	0
1	371	Sound	Stim;1;test;3;38;2;1101	Stim	1	test	3	38	2	1101	9964903	0	4			0		other	0
1	372	Picture	ITI	ITI							9996937	0	1	10762	1	0	next	other	0
1	373	Sound	Stim;1;test;3;39;2;1071	Stim	1	test	3	39	2	1071	10007652	0	4			0		other	0
1	374	Picture	ITI	ITI							10039709	0	1	16248	1	0	next	other	0
1	375	Sound	Stim;1;test;3;40;5;1614	Stim	1	test	3	40	5	1614	10055863	0	4			0		other	0
1	376	Picture	ITI	ITI							10096715	0	1	19789	1	0	next	other	0
1	377	Sound	Stim;1;test;3;41;5;1969	Stim	1	test	3	41	5	1969	10116412	0	4			0		other	0
1	378	Picture	ITI	ITI							10157263	0	1	10693	1	0	next	other	0
1	379	Sound	Stim;1;test;3;42;1;1059	Stim	1	test	3	42	1	1059	10167865	0	4			0		other	0
1	380	Picture	ITI	ITI							10197952	0	1	18192	1	0	next	other	0
1	381	Sound	Stim;1;test;3;43;4;1809	Stim	1	test	3	43	4	1809	10216056	0	4			0		other	0
1	382	Picture	ITI	ITI							10253431	0	1	17081	1	0	next	other	0
1	383	Sound	Stim;1;test;3;44;6;1697	Stim	1	test	3	44	6	1697	10270413	0	4			0		other	0
1	384	Picture	ITI	ITI							10315436	0	1	12568	1	0	next	other	0
1	385	Sound	Stim;1;test;3;45;1;1253	Stim	1	test	3	45	1	1253	10327971	0	4			0		other	0
1	386	Picture	ITI	ITI							10358070	0	1	13470	1	0	next	other	0
1	387	Sound	Stim;1;test;3;46;5;1340	Stim	1	test	3	46	5	1340	10371476	0	4			0		other	0
1	388	Picture	ITI	ITI							10412299	0	1	16526	1	0	next	other	0
1	389	Sound	Stim;1;test;3;47;2;1643	Stim	1	test	3	47	2	1643	10428739	0	4			0		other	0
1	390	Picture	ITI	ITI							10460834	0	1	13609	1	0	next	other	0
1	391	Sound	Stim;1;test;3;48;6;1352	Stim	1	test	3	48	6	1352	10474361	0	4			0		other	0
1	392	Picture	ITI	ITI							10519368	0	1	12498	1	0	next	other	0
1	393	Sound	Stim;1;test;3;49;4;1239	Stim	1	test	3	49	4	1239	10531764	0	4			0		other	0
1	394	Picture	Instruction	Instruction							10569153	0	1	57354	1	0	next	other	0
1	394	Response	1								10626396	57243	1
1	395	Picture	Break	Break							10626506	0	1	43744	1	0	next	other	0
1	395	Response	1								10670151	43645	0
1	396	Picture	ITI	ITI							10670250	0	1	20067	1	0	next	other	0
1	397	Picture	ITI	ITI							10690317	0	1	18886	1	0	next	other	0
1	398	Sound	Stim;1;test;4;1;3;1884	Stim	1	test	4	1	3	1884	10709168	0	4			0		other	0
1	399	Picture	ITI	ITI							10743643	0	1	18470	1	0	next	other	0
1	400	Sound	Stim;1;test;4;2;7;1837	Stim	1	test	4	2	7	1837	10762029	0	4			0		other	0
1	401	Picture	ITI	ITI							10812037	0	1	10277	1	0	next	other	0
1	402	Sound	Stim;1;test;4;3;7;1022	Stim	1	test	4	3	7	1022	10822270	0	4			0		other	0
1	403	Picture	ITI	ITI							10872307	0	1	10138	1	0	next	other	0
1	404	Sound	Stim;1;test;4;4;3;1008	Stim	1	test	4	4	3	1008	10882393	0	4			0		other	0
1	405	Picture	ITI	ITI							10916884	0	1	12846	1	0	next	other	0
1	406	Sound	Stim;1;test;4;5;5;1280	Stim	1	test	4	5	5	1280	10929691	0	4			0		other	0
1	407	Picture	ITI	ITI							10970558	0	1	14026	1	0	next	other	0
1	408	Sound	Stim;1;test;4;6;7;1394	Stim	1	test	4	6	7	1394	10984510	0	5			0		other	0
1	409	Picture	ITI	ITI							11034508	0	1	13401	1	0	next	other	0
1	410	Sound	Stim;1;test;4;7;1;1329	Stim	1	test	4	7	1	1329	11047806	0	5			0		other	0
1	411	Picture	ITI	ITI							11077905	0	1	19858	1	0	next	other	0
1	412	Sound	Stim;1;test;4;8;1;1980	Stim	1	test	4	8	1	1980	11097710	0	6			0		other	0
1	413	Picture	ITI	ITI							11127759	0	1	18817	1	0	next	other	0
1	414	Sound	Stim;1;test;4;9;7;1872	Stim	1	test	4	9	7	1872	11146493	0	6			0		other	0
1	415	Picture	ITI	ITI							11196500	0	1	13123	1	0	next	other	0
1	416	Sound	Stim;1;test;4;10;4;1304	Stim	1	test	4	10	4	1304	11209546	0	4			0		other	0
1	417	Picture	ITI	ITI							11246910	0	1	13678	2	0	next	other	0
1	418	Sound	Stim;1;test;4;11;5;1362	Stim	1	test	4	11	5	1362	11260537	0	4			0		other	0
1	419	Picture	ITI	ITI							11301347	0	1	11249	1	0	next	other	0
1	420	Sound	Stim;1;test;4;12;2;1120	Stim	1	test	4	12	2	1120	11312553	0	4			0		other	0
1	421	Picture	ITI	ITI							11344605	0	1	12012	1	0	next	other	0
1	422	Sound	Stim;1;test;4;13;5;1192	Stim	1	test	4	13	5	1192	11356532	0	4			0		other	0
1	423	Picture	ITI	ITI							11397376	0	1	16387	1	0	next	other	0
1	424	Sound	Stim;1;test;4;14;5;1632	Stim	1	test	4	14	5	1632	11413704	0	4			0		other	0
1	425	Picture	ITI	ITI							11454521	0	1	10554	1	0	next	other	0
1	426	Sound	Stim;1;test;4;15;1;1049	Stim	1	test	4	15	1	1049	11465017	0	4			0		other	0
1	427	Picture	ITI	ITI							11495072	0	1	14165	1	0	next	other	0
1	428	Sound	Stim;1;test;4;16;2;1409	Stim	1	test	4	16	2	1409	11509169	0	4			0		other	0
1	429	Picture	ITI	ITI							11541246	0	1	18331	1	0	next	other	0
1	430	Sound	Stim;1;test;4;17;2;1826	Stim	1	test	4	17	2	1826	11559511	0	4			0		other	0
1	431	Picture	ITI	ITI							11591587	0	1	16317	1	0	next	other	0
1	432	Sound	Stim;1;test;4;18;4;1623	Stim	1	test	4	18	4	1623	11607823	0	4			0		other	0
1	433	Picture	ITI	ITI							11645191	0	1	15415	1	0	next	other	0
1	434	Sound	Stim;1;test;4;19;2;1532	Stim	1	test	4	19	2	1532	11660516	0	4			0		other	0
1	435	Picture	ITI	ITI							11692615	0	1	17220	1	0	next	other	0
1	436	Sound	Stim;1;test;4;20;3;1717	Stim	1	test	4	20	3	1717	11709791	0	4			0		other	0
1	437	Picture	ITI	ITI							11744275	0	1	15137	1	0	next	other	0
1	438	Sound	Stim;1;test;4;21;3;1504	Stim	1	test	4	21	3	1504	11759321	0	4			0		other	0
1	439	Picture	ITI	ITI							11793782	0	1	17428	1	0	next	other	0
1	440	Sound	Stim;1;test;4;22;2;1733	Stim	1	test	4	22	2	1733	11811117	0	4			0		other	0
1	441	Picture	ITI	ITI							11843150	0	1	12846	1	0	next	other	0
1	442	Sound	Stim;1;test;4;23;7;1279	Stim	1	test	4	23	7	1279	11855957	0	4			0		other	0
1	443	Picture	ITI	ITI							11905920	0	1	16178	1	0	next	other	0
1	444	Sound	Stim;1;test;4;24;6;1609	Stim	1	test	4	24	6	1609	11922018	0	4			0		other	0
1	445	Picture	ITI	ITI							11967023	0	1	11665	1	0	next	other	0
1	446	Sound	Stim;1;test;4;25;3;1158	Stim	1	test	4	25	3	1158	11978609	0	4			0		other	0
1	447	Picture	ITI	ITI							12013059	0	1	16734	1	0	next	other	0
1	448	Sound	Stim;1;test;4;26;6;1668	Stim	1	test	4	26	6	1668	12029746	0	4			0		other	0
1	449	Picture	ITI	ITI							12074717	0	1	15415	1	0	next	other	0
1	450	Sound	Stim;1;test;4;27;7;1536	Stim	1	test	4	27	7	1536	12090087	0	4			0		other	0
1	451	Picture	ITI	ITI							12140056	0	1	18539	1	0	next	other	0
1	452	Sound	Stim;1;test;4;28;2;1848	Stim	1	test	4	28	2	1848	12158541	0	4			0		other	0
1	453	Picture	ITI	ITI							12190604	0	1	15623	1	0	next	other	0
1	454	Sound	Stim;1;test;4;29;6;1555	Stim	1	test	4	29	6	1555	12206163	0	4			0		other	0
1	455	Picture	ITI	ITI							12251152	0	1	13262	1	0	next	other	0
1	456	Sound	Stim;1;test;4;30;6;1321	Stim	1	test	4	30	6	1321	12264370	0	4			0		other	0
1	457	Picture	ITI	ITI							12309339	0	1	16664	1	0	next	other	0
1	458	Sound	Stim;1;test;4;31;5;1657	Stim	1	test	4	31	5	1657	12325916	0	4			0		other	0
1	459	Picture	ITI	ITI							12366762	0	1	14790	1	0	next	other	0
1	460	Sound	Stim;1;test;4;32;6;1472	Stim	1	test	4	32	6	1472	12381489	0	4			0		other	0
1	461	Picture	ITI	ITI							12426476	0	1	12845	1	0	next	other	0
1	462	Sound	Stim;1;test;4;33;4;1277	Stim	1	test	4	33	4	1277	12439253	0	4			0		other	0
1	463	Picture	ITI	ITI							12476608	0	1	17706	1	0	next	other	0
1	464	Sound	Stim;1;test;4;34;4;1764	Stim	1	test	4	34	4	1764	12494255	0	4			0		other	0
1	465	Picture	ITI	ITI							12531601	0	1	15276	1	0	next	other	0
1	466	Sound	Stim;1;test;4;35;7;1521	Stim	1	test	4	35	7	1521	12546821	0	4			0		other	0
1	467	Picture	ITI	ITI							12596801	0	1	10901	1	0	next	other	0
1	468	Sound	Stim;1;test;4;36;5;1081	Stim	1	test	4	36	5	1081	12607618	0	4			0		other	0
1	469	Picture	ITI	ITI							12648460	0	1	18470	1	0	next	other	0
1	470	Sound	Stim;1;test;4;37;4;1839	Stim	1	test	4	37	4	1839	12666857	0	4			0		other	0
1	471	Picture	ITI	ITI							12704217	0	1	17567	1	0	next	other	0
1	472	Sound	Stim;1;test;4;38;3;1752	Stim	1	test	4	38	3	1752	12721743	0	4			0		other	0
1	473	Picture	ITI	ITI							12756224	0	1	10832	1	0	next	other	0
1	474	Sound	Stim;1;test;4;39;4;1075	Stim	1	test	4	39	4	1075	12766981	0	4			0		other	0
1	475	Picture	ITI	ITI							12804343	0	1	19511	1	0	next	other	0
1	476	Sound	Stim;1;test;4;40;1;1943	Stim	1	test	4	40	1	1943	12823778	0	4			0		other	0
1	477	Picture	ITI	ITI							12853850	0	1	19789	1	0	next	other	0
1	478	Sound	Stim;1;test;4;41;4;1971	Stim	1	test	4	41	4	1971	12873570	0	4			0		other	0
1	479	Picture	ITI	ITI							12910926	0	1	19581	1	0	next	other	0
1	480	Sound	Stim;1;test;4;42;6;1949	Stim	1	test	4	42	6	1949	12930423	0	4			0		other	0
1	481	Picture	ITI	ITI							12975431	0	1	19581	1	0	next	other	0
1	482	Sound	Stim;1;test;4;43;2;1952	Stim	1	test	4	43	2	1952	12994960	0	4			0		other	0
1	483	Picture	ITI	ITI							13027021	0	1	15276	1	0	next	other	0
1	484	Sound	Stim;1;test;4;44;1;1523	Stim	1	test	4	44	1	1523	13042256	0	4			0		other	0
1	485	Picture	ITI	ITI							13072293	0	1	18678	1	0	next	other	0
1	486	Sound	Stim;1;test;4;45;6;1862	Stim	1	test	4	45	6	1862	13090921	0	4			0		other	0
1	487	Picture	ITI	ITI							13135896	0	1	19303	1	0	next	other	0
1	488	Sound	Stim;1;test;4;46;1;1923	Stim	1	test	4	46	1	1923	13155131	0	4			0		other	0
1	489	Picture	ITI	ITI							13185195	0	1	18400	1	0	next	other	0
1	490	Sound	Stim;1;test;4;47;3;1830	Stim	1	test	4	47	3	1830	13203501	0	4			0		other	0
1	491	Picture	ITI	ITI							13237966	0	1	17914	1	0	next	other	0
1	492	Sound	Stim;1;test;4;48;1;1784	Stim	1	test	4	48	1	1784	13255811	0	4			0		other	0
1	493	Picture	ITI	ITI							13285876	0	1	19234	1	0	next	other	0
1	494	Sound	Stim;1;test;4;49;5;1918	Stim	1	test	4	49	5	1918	13305063	0	4			0		other	0
1	495	Picture	Instruction	Instruction							13345938	0	1	470956	1	0	next	other	0
1	495	Quit									13810630	464692	NA


{
   "app": "Presentation Version 20.1 Build 12.04.17",
   "device": "LENOVO 10FGCTO1WW",
   "experiment": "{772213B2-5F0F-4A35-9C2F-36954700C7EA}",
   "os": "Windows 7 64 bit",
   "package": "",
   "parameters": {
      "configuration": "Default configuration"
   },
   "scenario": "Bisection Task with Dynanometer.sce",
   "subject": "1",
   "timestamp": "2018/09/11 08:11:08 GMT"
}
