Scenario - Bisection Task
Logfile written - 09/21/2018 11:50:01

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

8	1	Picture	Instruction	Instruction										667	0	1	112986	1	0	next	other	0
8	1	Response	1											113576	112909	0
8	2	Picture	Stim;8;study;1;1;1;1764;1;-1;0;right	Stim	8	study	1	1	1	1764	1	-1	0	113653	0	1	29830	1	0	next	other	0
8	4	Picture	Stim;8;study;1;2;7;1842;7;-1;0;right	Stim	8	study	1	2	7	1842	7	-1	0	171145	0	1	19164	1	0	next	other	0
8	6	Picture	Stim;8;study;1;3;1;1515;1;-1;0;right	Stim	8	study	1	3	1	1515	1	-1	0	240137	0	1	15331	1	0	next	other	0
8	8	Picture	Stim;8;study;1;4;7;1987;7;-1;0;right	Stim	8	study	1	4	7	1987	7	-1	0	285465	0	1	19998	1	0	next	other	0
8	10	Picture	Stim;8;study;1;5;1;1696;1;-1;0;right	Stim	8	study	1	5	1	1696	1	-1	0	355456	0	1	19498	1	0	next	other	0
8	12	Picture	Stim;8;study;1;6;7;1180;7;-1;0;right	Stim	8	study	1	6	7	1180	7	-1	0	404950	0	1	11998	1	0	next	other	0
8	14	Picture	Stim;8;study;1;7;1;1175;1;-1;0;right	Stim	8	study	1	7	1	1175	1	-1	0	466776	0	1	11832	1	0	next	other	0
8	16	Picture	Stim;8;study;1;8;7;1456;7;-1;0;right	Stim	8	study	1	8	7	1456	7	-1	0	508604	0	1	14665	1	0	next	other	0
8	18	Picture	Stim;8;study;1;9;1;1702;1;-1;0;right	Stim	8	study	1	9	1	1702	1	-1	0	573263	0	1	17165	1	0	next	other	0
8	20	Picture	Stim;8;study;1;10;7;1665;7;-1;0;right	Stim	8	study	1	10	7	1665	7	-1	0	620423	0	1	16831	1	0	next	other	0
8	22	Picture	End_Block	End_Block										687249	0	1	229305	1	0	next	other	0
8	22	Response	1											916237	228989	1
8	23	Picture	Break	Break										916554	0	1	10999	1	0	next	other	0
8	23	Response	1											927437	10883	1
8	24	Picture	ITI	ITI										927552	0	1	10165	1	0	next	other	0
8	25	Picture	Instruction	Instruction										937718	0	1	14665	1	0	next	other	0
8	25	Response	1											952155	14437	1
8	26	Picture	Instruction	Instruction										952383	0	1	4166	1	0	next	other	0
8	26	Response	1											956394	4012	1
8	27	Picture	Stim;8;practice;1;1;3;1000;2;1;0;right	Stim	8	practice	1	1	3	1000	2	1	0	956549	0	1	11999	1	0	next	other	0
8	29	Picture	Feedback	Feedback										1003543	0	1	7166	1	0	next	other	0
8	30	Picture	Stim;8;practice;1;2;5;1000;1;1;1;right	Stim	8	practice	1	2	5	1000	1	1	1	1010709	0	1	10832	1	0	next	other	0
8	32	Picture	Feedback	Feedback										1062369	0	1	7166	1	0	next	other	0
8	33	Picture	Stim;8;practice;1;3;2;1000;2;2;1;right	Stim	8	practice	1	3	2	1000	2	2	1	1069535	0	1	11499	1	0	next	other	0
8	35	Picture	Feedback	Feedback										1113030	0	1	7166	1	0	next	other	0
8	36	Picture	Stim;8;practice;1;4;7;1000;1;1;1;right	Stim	8	practice	1	4	7	1000	1	1	1	1120195	0	1	10165	1	0	next	other	0
8	38	Picture	Feedback	Feedback										1180355	0	1	7166	1	0	next	other	0
8	39	Picture	Stim;8;practice;1;5;6;1000;1;1;1;right	Stim	8	practice	1	5	6	1000	1	1	1	1187521	0	1	15831	1	0	next	other	0
8	41	Picture	Feedback	Feedback										1248346	0	1	7166	1	0	next	other	0
8	42	Picture	Stim;8;practice;1;6;4;1000;2;2;1;right	Stim	8	practice	1	6	4	1000	2	2	1	1255512	0	1	10999	1	0	next	other	0
8	44	Picture	Feedback	Feedback										1303840	0	1	7166	1	0	next	other	0
8	45	Picture	Stim;8;practice;1;7;1;1000;2;2;1;right	Stim	8	practice	1	7	1	1000	2	2	1	1311005	0	1	10165	1	0	next	other	0
8	47	Picture	Feedback	Feedback										1351167	0	1	7166	1	0	next	other	0
8	48	Picture	Stim;8;practice;2;1;1;1000;2;2;1;right	Stim	8	practice	2	1	1	1000	2	2	1	1358333	0	1	10165	1	0	next	other	0
8	50	Picture	Feedback	Feedback										1398495	0	1	7166	1	0	next	other	0
8	51	Picture	Stim;8;practice;2;2;7;1000;1;1;1;right	Stim	8	practice	2	2	7	1000	1	1	1	1405661	0	1	10165	1	0	next	other	0
8	53	Picture	Feedback	Feedback										1465653	0	1	7166	1	0	next	other	0
8	54	Picture	Stim;8;practice;2;3;4;1000;2;1;0;right	Stim	8	practice	2	3	4	1000	2	1	0	1472819	0	1	10165	1	0	next	other	0
8	56	Picture	Feedback	Feedback										1520313	0	1	7166	1	0	next	other	0
8	57	Picture	Stim;8;practice;2;4;5;1000;1;1;1;right	Stim	8	practice	2	4	5	1000	1	1	1	1527479	0	1	10165	1	0	next	other	0
8	59	Picture	Feedback	Feedback										1578306	0	1	7166	1	0	next	other	0
8	60	Picture	Stim;8;practice;2;5;2;1000;2;2;1;right	Stim	8	practice	2	5	2	1000	2	2	1	1585472	0	1	10165	1	0	next	other	0
8	62	Picture	Feedback	Feedback										1627633	0	1	7166	1	0	next	other	0
8	63	Picture	Stim;8;practice;2;6;3;1000;2;2;1;right	Stim	8	practice	2	6	3	1000	2	2	1	1634799	0	1	10166	1	0	next	other	0
8	65	Picture	Feedback	Feedback										1679294	0	1	7166	1	0	next	other	0
8	66	Picture	Stim;8;practice;2;7;6;1000;1;1;1;right	Stim	8	practice	2	7	6	1000	1	1	1	1686460	0	1	10165	1	0	next	other	0
8	68	Picture	Feedback	Feedback										1741453	0	1	7166	1	0	next	other	0
8	69	Picture	Stim;8;practice;3;1;4;1000;2;1;0;right	Stim	8	practice	3	1	4	1000	2	1	0	1748619	0	1	10165	1	0	next	other	0
8	71	Picture	Feedback	Feedback										1796113	0	1	7166	1	0	next	other	0
8	72	Picture	Stim;8;practice;3;2;7;1000;1;1;1;right	Stim	8	practice	3	2	7	1000	1	1	1	1803279	0	1	10165	1	0	next	other	0
8	74	Picture	Feedback	Feedback										1863271	0	1	7166	1	0	next	other	0
8	75	Picture	Stim;8;practice;3;3;3;1000;2;2;1;right	Stim	8	practice	3	3	3	1000	2	2	1	1870437	0	1	10165	1	0	next	other	0
8	77	Picture	Feedback	Feedback										1914932	0	1	7166	1	0	next	other	0
8	78	Picture	Stim;8;practice;3;4;2;1000;2;2;1;right	Stim	8	practice	3	4	2	1000	2	2	1	1922097	0	1	10165	1	0	next	other	0
8	80	Picture	Feedback	Feedback										1964259	0	1	7166	1	0	next	other	0
8	81	Picture	Stim;8;practice;3;5;5;1000;1;1;1;right	Stim	8	practice	3	5	5	1000	1	1	1	1971425	0	1	10165	1	0	next	other	0
8	83	Picture	Feedback	Feedback										2022252	0	1	7166	1	0	next	other	0
8	84	Picture	Stim;8;practice;3;6;6;1000;1;1;1;right	Stim	8	practice	3	6	6	1000	1	1	1	2029418	0	1	10165	1	0	next	other	0
8	86	Picture	Feedback	Feedback										2084411	0	1	7166	1	0	next	other	0
8	87	Picture	Stim;8;practice;3;7;1;1000;2;2;1;right	Stim	8	practice	3	7	1	1000	2	2	1	2091577	0	1	10165	1	0	next	other	0
8	89	Picture	Feedback	Feedback										2131739	0	1	7166	1	0	next	other	0
8	90	Picture	Break	Break										2138904	0	1	32163	1	0	next	other	0
8	90	Response	1											2170864	31960	0
8	91	Picture	Instruction	Instruction										2171067	0	1	126151	1	0	next	other	0
8	91	Response	1											2297016	125949	0
8	92	Picture	ITI	ITI										2297218	0	1	10165	1	0	next	other	0
8	93	Picture	Instruction	Instruction										2307384	0	1	54660	1	0	next	other	0
8	93	Response	1											2361731	54347	1
8	94	Picture	Stim;8;test;1;1;5;1596;1;1;1;right	Stim	8	test	1	1	5	1596	1	1	1	2362044	0	1	16165	1	0	next	other	0
8	96	Picture	Stim;8;test;1;2;7;1244;1;1;1;right	Stim	8	test	1	2	7	1244	1	1	1	2418870	0	1	12498	1	0	next	other	0
8	98	Picture	Stim;8;test;1;3;4;1729;2;2;1;right	Stim	8	test	1	3	4	1729	2	2	1	2481363	0	1	17498	1	0	next	other	0
8	100	Picture	Stim;8;test;1;4;1;1539;2;2;1;right	Stim	8	test	1	4	1	1539	2	2	1	2536023	0	1	15498	1	0	next	other	0
8	102	Picture	Stim;8;test;1;5;1;1382;2;2;1;right	Stim	8	test	1	5	1	1382	2	2	1	2581517	0	1	13998	1	0	next	other	0
8	104	Picture	Stim;8;test;1;6;3;1449;2;2;1;right	Stim	8	test	1	6	3	1449	2	2	1	2625512	0	1	14665	1	0	next	other	0
8	106	Picture	Stim;8;test;1;7;5;1756;1;1;1;right	Stim	8	test	1	7	5	1756	1	1	1	2674506	0	1	17665	1	0	next	other	0
8	108	Picture	Stim;8;test;1;8;2;1994;2;2;1;right	Stim	8	test	1	8	2	1994	2	2	1	2732999	0	1	20164	1	0	next	other	0
8	110	Picture	Stim;8;test;1;9;2;1171;2;2;1;right	Stim	8	test	1	9	2	1171	2	2	1	2784992	0	1	11832	1	0	next	other	0
8	112	Picture	Stim;8;test;1;10;4;1359;2;2;1;right	Stim	8	test	1	10	4	1359	2	2	1	2828820	0	1	13665	1	0	next	other	0
8	114	Picture	Stim;8;test;1;11;7;1313;1;1;1;right	Stim	8	test	1	11	7	1313	1	1	1	2879814	0	1	13332	1	0	next	other	0
8	116	Picture	Stim;8;test;1;12;1;1425;2;2;1;right	Stim	8	test	1	12	1	1425	2	2	1	2942973	0	1	14332	1	0	next	other	0
8	118	Picture	Stim;8;test;1;13;4;1604;2;1;0;right	Stim	8	test	1	13	4	1604	2	1	0	2987301	0	1	16165	1	0	next	other	0
8	120	Picture	Stim;8;test;1;14;6;1962;1;1;1;right	Stim	8	test	1	14	6	1962	1	1	1	3040795	0	1	19831	1	0	next	other	0
8	122	Picture	Stim;8;test;1;15;4;1418;2;2;1;right	Stim	8	test	1	15	4	1418	2	2	1	3105453	0	1	14332	1	0	next	other	0
8	124	Picture	Stim;8;test;1;16;3;1919;2;2;1;right	Stim	8	test	1	16	3	1919	2	2	1	3157114	0	1	19331	1	0	next	other	0
8	126	Picture	Stim;8;test;1;17;2;1298;2;2;1;right	Stim	8	test	1	17	2	1298	2	2	1	3210774	0	1	13165	1	0	next	other	0
8	128	Picture	Stim;8;test;1;18;6;1630;1;1;1;right	Stim	8	test	1	18	6	1630	1	1	1	3255935	0	1	16498	1	0	next	other	0
8	130	Picture	Stim;8;test;1;19;3;1944;2;2;1;right	Stim	8	test	1	19	3	1944	2	2	1	3317261	0	1	19498	1	0	next	other	0
8	132	Picture	Stim;8;test;1;20;3;1013;2;2;1;right	Stim	8	test	1	20	3	1013	2	2	1	3371254	0	1	10332	1	0	next	other	0
8	134	Picture	Stim;8;test;1;21;1;1223;2;2;1;right	Stim	8	test	1	21	1	1223	2	2	1	3415916	0	1	12332	1	0	next	other	0
8	136	Picture	Stim;8;test;1;22;2;1863;2;2;1;right	Stim	8	test	1	22	2	1863	2	2	1	3458244	0	1	18831	1	0	next	other	0
8	138	Picture	Stim;8;test;1;23;1;1476;2;2;1;right	Stim	8	test	1	23	1	1476	2	2	1	3509071	0	1	14832	1	0	next	other	0
