Scenario - Bisection Task
Logfile written - 09/28/2018 16:27:06

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	short(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

11	1	Picture	Instruction	Instruction											333	0	1	90986	1	0	next	other	0
11	1	Response	1												91182	90849	1
11	2	Picture	Stim;11;study;1;1;1;1218;1;-1;0;left	Stim	11	study	1	1	1	1218	1	-1	0	left	91319	0	1	13831	1	0	next	other	0
11	4	Picture	Stim;11;study;1;2;7;1567;7;-1;0;left	Stim	11	study	1	2	7	1567	7	-1	0	left	133646	0	1	15831	1	0	next	other	0
11	6	Picture	Stim;11;study;1;3;1;1712;1;-1;0;left	Stim	11	study	1	3	1	1712	1	-1	0	left	199469	0	1	17331	1	0	next	other	0
11	8	Picture	Stim;11;study;1;4;7;1067;7;-1;0;left	Stim	11	study	1	4	7	1067	7	-1	0	left	246795	0	1	10832	1	0	next	other	0
11	10	Picture	Stim;11;study;1;5;1;1969;1;-1;0;left	Stim	11	study	1	5	1	1969	1	-1	0	left	307452	0	1	19830	1	0	next	other	0
11	12	Picture	Stim;11;study;1;6;7;1754;7;-1;0;left	Stim	11	study	1	6	7	1754	7	-1	0	left	357278	0	1	17664	1	0	next	other	0
11	14	Picture	Stim;11;study;1;7;1;1017;1;-1;0;left	Stim	11	study	1	7	1	1017	1	-1	0	left	424934	0	1	10332	1	0	next	other	0
11	16	Picture	Stim;11;study;1;8;7;1860;7;-1;0;left	Stim	11	study	1	8	7	1860	7	-1	0	left	465261	0	1	18664	1	0	next	other	0
11	18	Picture	Stim;11;study;1;9;1;1029;1;-1;0;left	Stim	11	study	1	9	1	1029	1	-1	0	left	533917	0	1	10498	1	0	next	other	0
11	20	Picture	Stim;11;study;1;10;7;1498;7;-1;0;left	Stim	11	study	1	10	7	1498	7	-1	0	left	574410	0	1	15164	1	0	next	other	0
11	22	Picture	End_Block	End_Block											639567	0	1	214133	1	0	next	other	0
11	22	Response	1												853581	214014	0
11	23	Picture	Break	Break											853701	0	1	15664	1	0	next	other	0
11	23	Response	1												869179	15478	0
11	24	Picture	ITI	ITI											869365	0	1	10165	1	0	next	other	0
11	25	Picture	Instruction	Instruction											879530	0	1	45160	1	0	next	other	0
11	25	Response	1												924453	44923	0
11	26	Picture	Instruction	Instruction											924689	0	1	36994	1	0	next	other	0
11	26	Response	1												961568	36878	1
11	27	Picture	Stim;11;practice;1;1;4;1000;1;2;0;left	Stim	11	practice	1	1	4	1000	1	2	0	left	961684	0	1	10165	1	0	next	other	0
11	29	Picture	Feedback	Feedback											1009176	0	1	7166	1	0	next	other	0
11	30	Picture	Stim;11;practice;1;2;5;1000;2;2;1;left	Stim	11	practice	1	2	5	1000	2	2	1	left	1016342	0	1	10165	1	0	next	other	0
11	32	Picture	Feedback	Feedback											1067334	0	1	7166	1	0	next	other	0
11	33	Picture	Stim;11;practice;1;3;6;1000;2;2;1;left	Stim	11	practice	1	3	6	1000	2	2	1	left	1074499	0	1	10165	1	0	next	other	0
11	35	Picture	Feedback	Feedback											1129491	0	1	7166	1	0	next	other	0
11	36	Picture	Stim;11;practice;1;4;7;1000;2;2;1;left	Stim	11	practice	1	4	7	1000	2	2	1	left	1136656	0	1	10165	1	0	next	other	0
11	38	Picture	Feedback	Feedback											1196647	0	1	7165	1	0	next	other	0
11	39	Picture	Stim;11;practice;1;5;1;1000;1;1;1;left	Stim	11	practice	1	5	1	1000	1	1	1	left	1203813	0	1	10165	1	0	next	other	0
11	41	Picture	Feedback	Feedback											1243973	0	1	7166	1	0	next	other	0
11	42	Picture	Stim;11;practice;1;6;3;1000;1;1;1;left	Stim	11	practice	1	6	3	1000	1	1	1	left	1251139	0	1	10165	1	0	next	other	0
11	44	Picture	Feedback	Feedback											1295632	0	1	7166	1	0	next	other	0
11	45	Picture	Stim;11;practice;1;7;2;1000;1;1;1;left	Stim	11	practice	1	7	2	1000	1	1	1	left	1302797	0	1	10165	1	0	next	other	0
11	47	Picture	Feedback	Feedback											1344957	0	1	7165	1	0	next	other	0
11	48	Picture	Stim;11;practice;2;1;4;1000;1;1;1;left	Stim	11	practice	2	1	4	1000	1	1	1	left	1352123	0	1	10165	1	0	next	other	0
11	50	Picture	Feedback	Feedback											1399616	0	1	7166	1	0	next	other	0
11	51	Picture	Stim;11;practice;2;2;2;1000;1;1;1;left	Stim	11	practice	2	2	2	1000	1	1	1	left	1406781	0	1	10165	1	0	next	other	0
11	53	Picture	Feedback	Feedback											1448941	0	1	7165	1	0	next	other	0
11	54	Picture	Stim;11;practice;2;3;7;1000;2;2;1;left	Stim	11	practice	2	3	7	1000	2	2	1	left	1456107	0	1	10165	1	0	next	other	0
11	56	Picture	Feedback	Feedback											1516097	0	1	7165	1	0	next	other	0
11	57	Picture	Stim;11;practice;2;4;3;1000;1;1;1;left	Stim	11	practice	2	4	3	1000	1	1	1	left	1523263	0	1	10165	1	0	next	other	0
11	59	Picture	Feedback	Feedback											1567756	0	1	7165	1	0	next	other	0
11	60	Picture	Stim;11;practice;2;5;1;1000;1;1;1;left	Stim	11	practice	2	5	1	1000	1	1	1	left	1574922	0	1	10165	1	0	next	other	0
11	62	Picture	Feedback	Feedback											1615082	0	1	7166	1	0	next	other	0
11	63	Picture	Stim;11;practice;2;6;6;1000;2;2;1;left	Stim	11	practice	2	6	6	1000	2	2	1	left	1622248	0	1	10165	1	0	next	other	0
11	65	Picture	Feedback	Feedback											1677239	0	1	7166	1	0	next	other	0
11	66	Picture	Stim;11;practice;2;7;5;1000;2;2;1;left	Stim	11	practice	2	7	5	1000	2	2	1	left	1684405	0	1	10165	1	0	next	other	0
11	68	Picture	Feedback	Feedback											1735230	0	1	7166	1	0	next	other	0
11	69	Picture	Stim;11;practice;3;1;1;1000;1;1;1;left	Stim	11	practice	3	1	1	1000	1	1	1	left	1742396	0	1	10165	1	0	next	other	0
11	71	Picture	Feedback	Feedback											1782556	0	1	7166	1	0	next	other	0
11	72	Picture	Stim;11;practice;3;2;3;1000;1;1;1;left	Stim	11	practice	3	2	3	1000	1	1	1	left	1789721	0	1	10165	1	0	next	other	0
11	74	Picture	Feedback	Feedback											1834215	0	1	7166	1	0	next	other	0
11	75	Picture	Stim;11;practice;3;3;4;1000;1;1;1;left	Stim	11	practice	3	3	4	1000	1	1	1	left	1841380	0	1	10165	1	0	next	other	0
11	77	Picture	Feedback	Feedback											1888873	0	1	7166	1	0	next	other	0
11	78	Picture	Stim;11;practice;3;4;2;1000;1;1;1;left	Stim	11	practice	3	4	2	1000	1	1	1	left	1896038	0	1	10165	1	0	next	other	0
11	80	Picture	Feedback	Feedback											1938198	0	1	7166	1	0	next	other	0
11	81	Picture	Stim;11;practice;3;5;7;1000;2;2;1;left	Stim	11	practice	3	5	7	1000	2	2	1	left	1945364	0	1	10165	1	0	next	other	0
11	83	Picture	Feedback	Feedback											2005355	0	1	7166	1	0	next	other	0
11	84	Picture	Stim;11;practice;3;6;6;1000;2;2;1;left	Stim	11	practice	3	6	6	1000	2	2	1	left	2012520	0	1	10165	1	0	next	other	0
11	86	Picture	Feedback	Feedback											2067512	0	1	7165	1	0	next	other	0
11	87	Picture	Stim;11;practice;3;7;5;1000;2;1;0;left	Stim	11	practice	3	7	5	1000	2	1	0	left	2074677	0	1	10165	1	0	next	other	0
11	89	Picture	Feedback	Feedback											2125503	0	1	7166	1	0	next	other	0
11	90	Picture	Break	Break											2132668	0	1	381107	1	0	next	other	0
11	90	Response	1												2513644	380976	0
11	91	Picture	Instruction	Instruction											2513776	0	1	175639	1	0	next	other	0
11	91	Response	1												2689224	175449	1
11	92	Picture	ITI	ITI											2689415	0	1	10165	1	0	next	other	0
11	93	Picture	Instruction	Instruction											2699580	0	1	33828	1	0	next	other	0
11	93	Response	1												2733220	33640	0
11	94	Picture	Stim;11;test;1;1;3;1044;1;1;1;left	Stim	11	test	1	1	3	1044	1	1	1	left	2733408	0	1	10498	1	0	next	other	0
11	96	Picture	Stim;11;test;1;2;7;1724;2;2;1;left	Stim	11	test	1	2	7	1724	2	2	1	left	2778401	0	1	17331	1	0	next	other	0
