Scenario - Bisection Task
Logfile written - 10/05/2018 11:29:03

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	short(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

27	1	Picture	Instruction	Instruction											167	0	1	9998	1	0	next	other	0
27	1	Response	1												10032	9866	0
27	2	Picture	Stim;27;study;1;1;1;1262;1;-1;0;left	Stim	27	study	1	1	1	1262	1	-1	0	left	10165	0	1	13331	1	0	next	other	0
27	4	Picture	Stim;27;study;1;2;7;1865;7;-1;0;left	Stim	27	study	1	2	7	1865	7	-1	0	left	52992	0	1	18831	1	0	next	other	0
27	6	Picture	Stim;27;study;1;3;1;1710;1;-1;0;left	Stim	27	study	1	3	1	1710	1	-1	0	left	121648	0	1	17164	1	0	next	other	0
27	8	Picture	Stim;27;study;1;4;7;1393;7;-1;0;left	Stim	27	study	1	4	7	1393	7	-1	0	left	168807	0	1	14165	1	0	next	other	0
27	10	Picture	Stim;27;study;1;5;1;1774;1;-1;0;left	Stim	27	study	1	5	1	1774	1	-1	0	left	232797	0	1	17831	1	0	next	other	0
27	12	Picture	Stim;27;study;1;6;7;1896;7;-1;0;left	Stim	27	study	1	6	7	1896	7	-1	0	left	280623	0	1	19164	1	0	next	other	0
27	14	Picture	Stim;27;study;1;7;1;1490;1;-1;0;left	Stim	27	study	1	7	1	1490	1	-1	0	left	349612	0	1	14998	1	0	next	other	0
27	16	Picture	Stim;27;study;1;8;7;1708;7;-1;0;left	Stim	27	study	1	8	7	1708	7	-1	0	left	394605	0	1	17164	1	0	next	other	0
27	18	Picture	Stim;27;study;1;9;1;1586;1;-1;0;left	Stim	27	study	1	9	1	1586	1	-1	0	left	461762	0	1	15998	1	0	next	other	0
27	20	Picture	Stim;27;study;1;10;7;1405;7;-1;0;left	Stim	27	study	1	10	7	1405	7	-1	0	left	507754	0	1	14165	1	0	next	other	0
27	22	Picture	End_Block	End_Block											571911	0	1	104150	1	0	next	other	0
27	22	Response	1												675802	103890	0
27	23	Picture	Break	Break											676062	0	1	6499	1	0	next	other	0
27	23	Response	1												682521	6459	0
27	24	Picture	ITI	ITI											682561	0	1	10165	1	0	next	other	0
27	25	Picture	Instruction	Instruction											692726	0	1	8166	1	0	next	other	0
27	25	Response	1												700759	8033	0
27	26	Picture	Instruction	Instruction											700891	0	1	10998	1	0	next	other	0
27	26	Response	1												711798	10906	0
27	27	Picture	Stim;27;practice;1;1;2;1000;1;2;0;left	Stim	27	practice	1	1	2	1000	1	2	0	left	711889	0	1	10165	1	0	next	other	0
27	29	Picture	Feedback	Feedback											754050	0	1	7166	1	0	next	other	0
27	30	Picture	Stim;27;practice;1;2;7;1000;2;2;1;left	Stim	27	practice	1	2	7	1000	2	2	1	left	761215	0	1	10165	1	0	next	other	0
27	32	Picture	Feedback	Feedback											821206	0	1	7166	1	0	next	other	0
27	33	Picture	Stim;27;practice;1;3;1;1000;1;1;1;left	Stim	27	practice	1	3	1	1000	1	1	1	left	828371	0	1	10165	1	0	next	other	0
27	35	Picture	Feedback	Feedback											868532	0	1	7166	1	0	next	other	0
27	36	Picture	Stim;27;practice;1;4;6;1000;2;1;0;left	Stim	27	practice	1	4	6	1000	2	1	0	left	875697	0	1	10165	1	0	next	other	0
27	38	Picture	Feedback	Feedback											930855	0	1	7166	1	0	next	other	0
27	39	Picture	Stim;27;practice;1;5;4;1000;1;2;0;left	Stim	27	practice	1	5	4	1000	1	2	0	left	938021	0	1	10165	1	0	next	other	0
