Scenario - Bisection Task
Logfile written - 09/13/2018 15:46:40

Subject	Trial	Event Type	Code	event_cond(str)	subject_id(num)	block_name(str)	block_number(num)	trial_number(num)	probe(num)	ITI(num)	correctAns(num)	resp(num)	accuracy(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

2	1	Picture	Instruction	Instruction										208	0	1	165395	1	0	next	other	0
2	1	Response	1											165517	165309	0
2	2	Picture	Stim;2;study;1;1;1;1641;1;-1;0;right	Stim	2	study	1	1	1	1641	1	-1	0	165603	0	1	17220	1	0	next	other	0
2	4	Picture	Stim;2;study;1;2;7;1255;7;-1;0;right	Stim	2	study	1	2	7	1255	7	-1	0	212125	0	1	12637	1	0	next	other	0
2	6	Picture	Stim;2;study;1;3;1;1687;1;-1;0;right	Stim	2	study	1	3	1	1687	1	-1	0	274686	0	1	16942	1	0	next	other	0
2	8	Picture	Stim;2;study;1;4;7;1761;7;-1;0;right	Stim	2	study	1	4	7	1761	7	-1	0	321624	0	1	17706	1	0	next	other	0
2	10	Picture	Stim;2;study;1;5;1;1136;1;-1;0;right	Stim	2	study	1	5	1	1136	1	-1	0	389254	0	1	11457	1	0	next	other	0
2	12	Picture	Stim;2;study;1;6;7;1845;7;-1;0;right	Stim	2	study	1	6	7	1845	7	-1	0	430707	0	1	18539	1	0	next	other	0
2	14	Picture	Stim;2;study;1;7;1;1704;1;-1;0;right	Stim	2	study	1	7	1	1704	1	-1	0	499170	0	1	17151	1	0	next	other	0
2	16	Picture	Stim;2;study;1;8;7;1752;7;-1;0;right	Stim	2	study	1	8	7	1752	7	-1	0	546317	0	1	17637	1	0	next	other	0
2	18	Picture	Stim;2;study;1;9;1;1441;1;-1;0;right	Stim	2	study	1	9	1	1441	1	-1	0	613878	0	1	14512	1	0	next	other	0
2	20	Picture	Stim;2;study;1;10;7;1936;7;-1;0;right	Stim	2	study	1	10	7	1936	7	-1	0	658386	0	1	19442	1	0	next	other	0
2	22	Picture	End_Block	End_Block										727821	0	1	45133	1	0	next	other	0
2	22	Response	1											772830	45009	1
2	23	Picture	Break	Break										772954	0	1	17775	1	0	next	other	0
2	23	Response	1											790668	17714	0
2	24	Picture	ITI	ITI										790729	0	1	10068	1	0	next	other	0
2	25	Picture	Instruction	Instruction										800797	0	1	24511	1	0	next	other	0
2	25	Response	1											825226	24428	0
2	26	Picture	Instruction	Instruction										825308	0	1	52701	1	0	next	other	0
2	26	Response	1											877942	52634	0
2	27	Picture	Stim;2;practice;1;1;6;1000;1;1;1;right	Stim	2	practice	1	1	6	1000	1	1	1	878010	0	1	10068	1	0	next	other	0
2	29	Picture	Feedback	Feedback										933002	0	1	7082	1	0	next	other	0
2	30	Picture	Stim;2;practice;1;2;3;1000;2;1;0;right	Stim	2	practice	1	2	3	1000	2	1	0	940085	0	1	10068	1	0	next	other	0
2	32	Picture	Feedback	Feedback										984593	0	1	7082	1	0	next	other	0
2	33	Picture	Stim;2;practice;1;3;4;1000;2;2;1;right	Stim	2	practice	1	3	4	1000	2	2	1	991675	0	1	10068	1	0	next	other	0
2	35	Picture	Feedback	Feedback										1039030	0	1	7082	1	0	next	other	0
2	36	Picture	Stim;2;practice;1;4;2;1000;2;2;1;right	Stim	2	practice	1	4	2	1000	2	2	1	1046112	0	1	10068	1	0	next	other	0
2	38	Picture	Feedback	Feedback										1088190	0	1	7082	1	0	next	other	0
2	39	Picture	Stim;2;practice;1;5;7;1000;1;1;1;right	Stim	2	practice	1	5	7	1000	1	1	1	1095273	0	1	10068	1	0	next	other	0
2	41	Picture	Feedback	Feedback										1155265	0	1	7082	1	0	next	other	0
2	42	Picture	Stim;2;practice;1;6;1;1000;2;2;1;right	Stim	2	practice	1	6	1	1000	2	2	1	1162347	0	1	10068	1	0	next	other	0
2	44	Picture	Feedback	Feedback										1202411	0	1	7082	1	0	next	other	0
2	45	Picture	Stim;2;practice;1;7;5;1000;1;0;0;right	Stim	2	practice	1	7	5	1000	1	0	0	1209494	0	1	10068	1	0	next	other	0
2	47	Picture	Feedback	Feedback										1260320	0	1	7082	1	0	next	other	0
2	48	Picture	Stim;2;practice;2;1;7;1000;1;1;1;right	Stim	2	practice	2	1	7	1000	1	1	1	1267403	0	1	10068	1	0	next	other	0
2	50	Picture	Feedback	Feedback										1327395	0	1	7082	1	0	next	other	0
2	51	Picture	Stim;2;practice;2;2;5;1000;1;2;0;right	Stim	2	practice	2	2	5	1000	1	2	0	1334477	0	1	10068	1	0	next	other	0
2	53	Picture	Feedback	Feedback										1385304	0	1	7082	1	0	next	other	0
2	54	Picture	Stim;2;practice;2;3;1;1000;2;2;1;right	Stim	2	practice	2	3	1	1000	2	2	1	1392386	0	1	10068	1	0	next	other	0
2	56	Picture	Feedback	Feedback										1432450	0	1	7082	1	0	next	other	0
2	57	Picture	Stim;2;practice;2;4;6;1000;1;1;1;right	Stim	2	practice	2	4	6	1000	1	1	1	1439533	0	1	10068	1	0	next	other	0
2	59	Picture	Feedback	Feedback										1494525	0	1	7082	1	0	next	other	0
2	60	Picture	Stim;2;practice;2;5;3;1000;2;2;1;right	Stim	2	practice	2	5	3	1000	2	2	1	1501608	0	1	10068	1	0	next	other	0
2	62	Picture	Feedback	Feedback										1546116	0	1	7082	1	0	next	other	0
2	63	Picture	Stim;2;practice;2;6;4;1000;2;2;1;right	Stim	2	practice	2	6	4	1000	2	2	1	1553198	0	1	10068	1	0	next	other	0
2	65	Picture	Feedback	Feedback										1600553	0	1	7082	1	0	next	other	0
2	66	Picture	Stim;2;practice;2;7;2;1000;2;2;1;right	Stim	2	practice	2	7	2	1000	2	2	1	1607636	0	1	10068	1	0	next	other	0
2	68	Picture	Feedback	Feedback										1649713	0	1	7082	1	0	next	other	0
2	69	Picture	Stim;2;practice;3;1;7;1000;1;1;1;right	Stim	2	practice	3	1	7	1000	1	1	1	1656796	0	1	10068	1	0	next	other	0
2	71	Picture	Feedback	Feedback										1716788	0	1	7082	1	0	next	other	0
2	72	Picture	Stim;2;practice;3;2;2;1000;2;2;1;right	Stim	2	practice	3	2	2	1000	2	2	1	1723870	0	1	10068	1	0	next	other	0
2	74	Picture	Feedback	Feedback										1765948	0	1	7082	1	0	next	other	0
2	75	Picture	Stim;2;practice;3;3;6;1000;1;1;1;right	Stim	2	practice	3	3	6	1000	1	1	1	1773030	0	1	10068	1	0	next	other	0
2	77	Picture	Feedback	Feedback										1828023	0	1	7082	1	0	next	other	0
2	78	Picture	Stim;2;practice;3;4;5;1000;1;1;1;right	Stim	2	practice	3	4	5	1000	1	1	1	1835105	0	1	10068	1	0	next	other	0
2	80	Picture	Feedback	Feedback										1885932	0	1	7082	1	0	next	other	0
2	81	Picture	Stim;2;practice;3;5;1;1000;2;2;1;right	Stim	2	practice	3	5	1	1000	2	2	1	1893014	0	1	10068	1	0	next	other	0
2	83	Picture	Feedback	Feedback										1933079	0	1	7082	1	0	next	other	0
2	84	Picture	Stim;2;practice;3;6;3;1000;2;2;1;right	Stim	2	practice	3	6	3	1000	2	2	1	1940161	0	1	10068	1	0	next	other	0
2	86	Picture	Feedback	Feedback										1984669	0	1	7082	1	0	next	other	0
2	87	Picture	Stim;2;practice;3;7;4;1000;2;1;0;right	Stim	2	practice	3	7	4	1000	2	1	0	1991751	0	1	10068	1	0	next	other	0
2	89	Picture	Feedback	Feedback										2039106	0	1	7152	1	0	next	other	0
2	90	Picture	Break	Break										2046258	0	1	14581	1	0	next	other	0
2	90	Response	1											2060731	14473	1
2	91	Picture	Instruction	Instruction										2060839	0	1	28052	1	0	next	other	0
2	91	Response	1											2088808	27969	1
2	92	Picture	ITI	ITI										2088891	0	1	10068	1	0	next	other	0
2	93	Picture	Instruction	Instruction										2098959	0	1	15276	1	0	next	other	0
2	93	Response	1											2114167	15207	0
2	94	Picture	Stim;2;test;1;1;4;1695;2;2;1;right	Stim	2	test	1	1	4	1695	2	2	1	2114235	0	1	17012	1	0	next	other	0
2	96	Picture	Stim;2;test;1;2;6;1409;1;1;1;right	Stim	2	test	1	2	6	1409	1	1	1	2168534	0	1	14165	1	0	next	other	0
2	98	Picture	Stim;2;test;1;3;2;1238;2;2;1;right	Stim	2	test	1	3	2	1238	2	2	1	2227623	0	1	12429	1	0	next	other	0
2	100	Picture	Stim;2;test;1;4;3;1622;2;2;1;right	Stim	2	test	1	4	3	1622	2	2	1	2272062	0	1	16317	1	0	next	other	0
2	102	Picture	Stim;2;test;1;5;1;1864;2;1;0;right	Stim	2	test	1	5	1	1864	2	1	0	2322749	0	1	18748	1	0	next	other	0
2	104	Picture	Stim;2;test;1;6;3;1291;2;2;1;right	Stim	2	test	1	6	3	1291	2	2	1	2371493	0	1	12984	1	0	next	other	0
2	106	Picture	Stim;2;test;1;7;6;1430;1;1;1;right	Stim	2	test	1	7	6	1430	1	1	1	2418917	0	1	14373	1	0	next	other	0
2	108	Picture	Stim;2;test;1;8;4;1287;2;2;1;right	Stim	2	test	1	8	4	1287	2	2	1	2478215	0	1	12915	1	0	next	other	0
2	110	Picture	Stim;2;test;1;9;2;1099;2;2;1;right	Stim	2	test	1	9	2	1099	2	2	1	2528486	0	1	11040	1	0	next	other	0
2	112	Picture	Stim;2;test;1;10;6;1317;1;1;1;right	Stim	2	test	1	10	6	1317	1	1	1	2571536	0	1	13262	1	0	next	other	0
2	114	Picture	Stim;2;test;1;11;3;1228;2;2;1;right	Stim	2	test	1	11	3	1228	2	2	1	2629723	0	1	12359	1	0	next	other	0
2	116	Picture	Stim;2;test;1;12;2;1874;2;2;1;right	Stim	2	test	1	12	2	1874	2	2	1	2676522	0	1	18817	1	0	next	other	0
2	118	Picture	Stim;2;test;1;13;1;1794;2;2;1;right	Stim	2	test	1	13	1	1794	2	2	1	2727349	0	1	17984	1	0	next	other	0
2	120	Picture	Stim;2;test;1;14;5;1486;1;2;0;right	Stim	2	test	1	14	5	1486	1	2	0	2775398	0	1	14929	1	0	next	other	0
2	122	Picture	Stim;2;test;1;15;3;1965;2;2;1;right	Stim	2	test	1	15	3	1965	2	2	1	2831085	0	1	19720	1	0	next	other	0
2	124	Picture	Stim;2;test;1;16;4;1495;2;1;0;right	Stim	2	test	1	16	4	1495	2	1	0	2885244	0	1	14998	1	0	next	other	0
2	126	Picture	Stim;2;test;1;17;5;1548;1;2;0;right	Stim	2	test	1	17	5	1548	1	2	0	2937598	0	1	15554	1	0	next	other	0
2	128	Picture	Stim;2;test;1;18;1;1645;2;2;1;right	Stim	2	test	1	18	1	1645	2	2	1	2993910	0	1	16526	1	0	next	other	0
2	130	Picture	Stim;2;test;1;19;4;1830;2;2;1;right	Stim	2	test	1	19	4	1830	2	2	1	3040432	0	1	18400	1	0	next	other	0
2	132	Picture	Stim;2;test;1;20;3;1793;2;2;1;right	Stim	2	test	1	20	3	1793	2	2	1	3096119	0	1	17984	1	0	next	other	0
2	134	Picture	Stim;2;test;1;21;3;1971;2;2;1;right	Stim	2	test	1	21	3	1971	2	2	1	3148543	0	1	19789	1	0	next	other	0
2	136	Picture	Stim;2;test;1;22;7;1908;1;1;1;right	Stim	2	test	1	22	7	1908	1	1	1	3202702	0	1	19164	1	0	next	other	0
2	138	Picture	Stim;2;test;1;23;4;1416;2;2;1;right	Stim	2	test	1	23	4	1416	2	2	1	3271790	0	1	14234	1	0	next	other	0
2	140	Picture	Stim;2;test;1;24;1;1685;2;2;1;right	Stim	2	test	1	24	1	1685	2	2	1	3323311	0	1	16941	2	0	next	other	0
2	142	Picture	Stim;2;test;1;25;6;1124;1;1;1;right	Stim	2	test	1	25	6	1124	1	1	1	3370248	0	2	11319	2	0	next	other	0
2	144	Picture	Stim;2;test;1;26;7;1649;1;1;1;right	Stim	2	test	1	26	7	1649	1	1	1	3426492	0	1	16595	1	0	next	other	0
