Subject Id	Block Type	Block Number	Trial Number	Probe Condition	Inter-Trial Interval	Answer	Response	Score	Short Dynomometer
35	study	1	1	1	1277	1	-1	0	left
35	study	1	2	7	1588	7	-1	0	left
35	study	1	3	1	1358	1	-1	0	left
35	study	1	4	7	1285	7	-1	0	left
35	study	1	5	1	1313	1	-1	0	left
35	study	1	6	7	1729	7	-1	0	left
35	study	1	7	1	1855	1	-1	0	left
35	study	1	8	7	1041	7	-1	0	left
35	study	1	9	1	1759	1	-1	0	left
35	study	1	10	7	1281	7	-1	0	left
35	practice	1	1	2	1000	1	1	1	left
35	practice	1	2	5	1000	2	2	1	left
35	practice	1	3	3	1000	1	1	1	left
35	practice	1	4	7	1000	2	2	1	left
35	practice	1	5	1	1000	1	1	1	left
35	practice	1	6	6	1000	2	2	1	left
35	practice	1	7	4	1000	1	1	1	left
35	practice	2	1	7	1000	2	2	1	left
35	practice	2	2	5	1000	2	2	1	left
35	practice	2	3	4	1000	1	1	1	left
35	practice	2	4	6	1000	2	2	1	left
35	practice	2	5	3	1000	1	1	1	left
35	practice	2	6	1	1000	1	1	1	left
35	practice	2	7	2	1000	1	1	1	left
35	practice	3	1	3	1000	1	1	1	left
35	practice	3	2	5	1000	2	2	1	left
35	practice	3	3	7	1000	2	2	1	left
35	practice	3	4	1	1000	1	1	1	left
35	practice	3	5	6	1000	2	2	1	left
35	practice	3	6	2	1000	1	1	1	left
35	practice	3	7	4	1000	1	1	1	left
35	test	1	1	7	1048	2	2	1	left
35	test	1	2	6	1778	2	2	1	left
35	test	1	3	1	1075	1	1	1	left
35	test	1	4	5	1494	2	2	1	left
35	test	1	5	3	1669	1	2	0	left
35	test	1	6	3	1756	1	1	1	left
35	test	1	7	2	1721	1	1	1	left
35	test	1	8	4	1038	1	2	0	left
35	test	1	9	1	1919	1	1	1	left
35	test	1	10	1	1110	1	1	1	left
35	test	1	11	7	1733	2	2	1	left
35	test	1	12	1	1935	1	1	1	left
35	test	1	13	2	1981	1	1	1	left
35	test	1	14	3	1819	1	1	1	left
35	test	1	15	1	1028	1	1	1	left
35	test	1	16	3	1788	1	1	1	left
35	test	1	17	6	1639	2	2	1	left
35	test	1	18	7	1543	2	2	1	left
35	test	1	19	3	1896	1	2	0	left
35	test	1	20	4	1768	1	2	0	left
35	test	1	21	2	1498	1	1	1	left
35	test	1	22	7	1920	2	2	1	left
35	test	1	23	7	1209	2	2	1	left
35	test	1	24	4	1331	1	2	0	left
35	test	1	25	6	1481	2	2	1	left
35	test	1	26	3	1577	1	1	1	left
35	test	1	27	5	1546	2	2	1	left
35	test	1	28	2	1601	1	1	1	left
35	test	1	29	5	1498	2	2	1	left
35	test	1	30	7	1169	2	2	1	left
35	test	1	31	5	1366	2	2	1	left
35	test	1	32	5	1345	2	2	1	left
35	test	1	33	4	1127	1	2	0	left
35	test	1	34	5	1300	2	2	1	left
35	test	1	35	1	1554	1	1	1	left
35	test	1	36	6	1275	2	2	1	left
35	test	1	37	6	1944	2	2	1	left
35	test	1	38	5	1024	2	1	0	left
35	test	1	39	6	1205	2	2	1	left
35	test	1	40	4	1853	1	1	1	left
35	test	1	41	7	1224	2	2	1	left
35	test	1	42	2	1399	1	1	1	left
35	test	1	43	6	1514	2	2	1	left
35	test	1	44	2	1121	1	1	1	left
35	test	1	45	2	1916	1	1	1	left
35	test	1	46	1	1048	1	1	1	left
35	test	1	47	4	1654	1	2	0	left
35	test	1	48	4	1966	1	1	1	left
35	test	1	49	3	1634	1	1	1	left
35	test	2	1	7	1850	2	2	1	left
35	test	2	2	3	1141	1	1	1	left
35	test	2	3	3	1329	1	1	1	left
35	test	2	4	6	1127	2	2	1	left
35	test	2	5	3	1521	1	1	1	left
35	test	2	6	4	1463	1	2	0	left
35	test	2	7	6	1390	2	2	1	left
35	test	2	8	2	1104	1	1	1	left
35	test	2	9	4	1125	1	2	0	left
35	test	2	10	3	1718	1	1	1	left
35	test	2	11	1	1025	1	1	1	left
35	test	2	12	1	1961	1	1	1	left
35	test	2	13	7	1360	2	2	1	left
35	test	2	14	1	1947	1	1	1	left
35	test	2	15	6	1721	2	2	1	left
35	test	2	16	4	1405	1	2	0	left
35	test	2	17	4	1931	1	2	0	left
35	test	2	18	7	1248	2	2	1	left
35	test	2	19	5	1868	2	2	1	left
35	test	2	20	4	1155	1	2	0	left
35	test	2	21	1	1436	1	1	1	left
35	test	2	22	5	1520	2	2	1	left
35	test	2	23	1	1649	1	1	1	left
35	test	2	24	2	1390	1	1	1	left
35	test	2	25	7	1558	2	2	1	left
35	test	2	26	6	1687	2	2	1	left
35	test	2	27	5	1116	2	2	1	left
35	test	2	28	3	1662	1	2	0	left
35	test	2	29	2	1544	1	2	0	left
35	test	2	30	5	1602	2	2	1	left
35	test	2	31	2	1013	1	1	1	left
35	test	2	32	1	1141	1	1	1	left
35	test	2	33	3	1240	1	1	1	left
35	test	2	34	5	1076	2	2	1	left
35	test	2	35	7	1535	2	2	1	left
35	test	2	36	4	1863	1	2	0	left
35	test	2	37	2	1144	1	1	1	left
35	test	2	38	3	1710	1	2	0	left
35	test	2	39	7	1984	2	2	1	left
35	test	2	40	7	1679	2	2	1	left
35	test	2	41	2	1170	1	1	1	left
35	test	2	42	2	1937	1	1	1	left
35	test	2	43	6	1457	2	2	1	left
35	test	2	44	6	1051	2	2	1	left
35	test	2	45	1	1235	1	1	1	left
35	test	2	46	4	1035	1	2	0	left
35	test	2	47	5	1077	2	2	1	left
35	test	2	48	5	1309	2	2	1	left
35	test	2	49	6	1868	2	2	1	left
35	test	3	1	1	1050	1	1	1	left
35	test	3	2	2	1864	1	2	0	left
35	test	3	3	7	1814	2	2	1	left
35	test	3	4	3	1899	1	1	1	left
35	test	3	5	1	1090	1	1	1	left
35	test	3	6	7	1335	2	2	1	left
35	test	3	7	2	1947	1	1	1	left
35	test	3	8	3	1917	1	1	1	left
35	test	3	9	3	1590	1	2	0	left
35	test	3	10	4	1725	1	2	0	left
35	test	3	11	7	1820	2	2	1	left
35	test	3	12	4	1902	1	2	0	left
35	test	3	13	2	1804	1	1	1	left
35	test	3	14	2	1183	1	1	1	left
